Disease\Phenotypic series accession (OMIM)	Disease\Phenotypic series name (OMIM)	Cell type	PrEDiCT score	Number of causal genes	Affected cell type (1=Yes, 0=No)
105200	Amyloidosis, Familial Visceral	naive thymus-derived cd4-positive, alpha-beta t cell	-0.305561142746302	2	0
105200	Amyloidosis, Familial Visceral	naive thymus-derived cd8-positive, alpha-beta t cell	0.5958127407565369	2	0
105200	Amyloidosis, Familial Visceral	neutrophil	0.45124229072364896	2	0
105200	Amyloidosis, Familial Visceral	nk cell	0.18252161989013505	2	0
105200	Amyloidosis, Familial Visceral	plasma cell	-0.47095616093204345	2	0
105200	Amyloidosis, Familial Visceral	plasmacytoid dendritic cell	-0.46909428173286855	2	0
105200	Amyloidosis, Familial Visceral	platelet	-0.2541807084014085	2	0
105200	Amyloidosis, Familial Visceral	regulatory t cell	0.21128244512808897	2	0
105200	Amyloidosis, Familial Visceral	type i nk t cell	0.1458605720796865	2	0
PS115150	Cardiofaciocutaneous syndrome	cd1c-positive myeloid dendritic cell	-0.36522199886349	1	0
PS115150	Cardiofaciocutaneous syndrome	cd4-positive, alpha-beta memory t cell	0.110018257198935	1	0
PS115150	Cardiofaciocutaneous syndrome	cd8-positive, alpha-beta memory t cell	0.34929451441716497	1	0
PS115150	Cardiofaciocutaneous syndrome	cd8-positive, alpha-beta t cell	-0.955509435081879	1	0
PS115150	Cardiofaciocutaneous syndrome	cd141-positive myeloid dendritic cell	-1.16037993884594	1	0
PS115150	Cardiofaciocutaneous syndrome	classical monocyte	-0.5879882602244411	1	0
PS115150	Cardiofaciocutaneous syndrome	endothelial cell	1.04453806208415	1	0
PS115150	Cardiofaciocutaneous syndrome	erythrocyte	-1.3756310785435801	1	0
PS115150	Cardiofaciocutaneous syndrome	hematopoietic stem cell	0.49487565010764895	1	0
PS115150	Cardiofaciocutaneous syndrome	innate lymphoid cell	0.309327997444726	1	0
PS115150	Cardiofaciocutaneous syndrome	intermediate monocyte	1.2122915882561698	1	0
PS115150	Cardiofaciocutaneous syndrome	macrophage	-1.18974467087657	1	0
PS115150	Cardiofaciocutaneous syndrome	mature nk t cell	1.5585376716349097	1	0
PS115150	Cardiofaciocutaneous syndrome	memory b cell	0.301937807294677	1	0
PS115150	Cardiofaciocutaneous syndrome	naive b cell	1.18447024194734	1	0
PS115150	Cardiofaciocutaneous syndrome	naive thymus-derived cd4-positive, alpha-beta t cell	-0.339369485720084	1	0
PS115150	Cardiofaciocutaneous syndrome	naive thymus-derived cd8-positive, alpha-beta t cell	0.8497983613973421	1	0
PS115150	Cardiofaciocutaneous syndrome	neutrophil	0.21406856375996103	1	0
PS115150	Cardiofaciocutaneous syndrome	nk cell	1.4373958391744	1	0
PS115150	Cardiofaciocutaneous syndrome	plasma cell	-0.8538070433591479	1	0
PS115150	Cardiofaciocutaneous syndrome	plasmacytoid dendritic cell	-2.3262358166317405	1	0
PS115150	Cardiofaciocutaneous syndrome	platelet	-0.24954529776413298	1	0
PS115150	Cardiofaciocutaneous syndrome	regulatory t cell	-0.458589331493354	1	0
PS115150	Cardiofaciocutaneous syndrome	type i nk t cell	0.7954678026869381	1	0
121300	Coproporphyria	cd1c-positive myeloid dendritic cell	-0.320431079934539	1	0
121300	Coproporphyria	cd4-positive, alpha-beta memory t cell	-0.23785828410491197	1	0
121300	Coproporphyria	cd8-positive, alpha-beta memory t cell	-0.152713111364162	1	0
121300	Coproporphyria	cd8-positive, alpha-beta t cell	0.0653004993461888	1	0
121300	Coproporphyria	cd141-positive myeloid dendritic cell	-0.31895925491123805	1	0
121300	Coproporphyria	classical monocyte	-0.168546291083983	1	0
121300	Coproporphyria	endothelial cell	-0.254139164690656	1	0
121300	Coproporphyria	erythrocyte	4.62084243337917	1	1
121300	Coproporphyria	hematopoietic stem cell	0.42365205250089294	1	0
121300	Coproporphyria	innate lymphoid cell	-0.26310992773007696	1	0
121300	Coproporphyria	intermediate monocyte	-0.39695649978351505	1	0
121300	Coproporphyria	macrophage	-0.250510275746879	1	0
121300	Coproporphyria	mature nk t cell	-0.0915950150573414	1	0
121300	Coproporphyria	memory b cell	-0.296529316761829	1	0
121300	Coproporphyria	naive b cell	-0.320797782844419	1	0
121300	Coproporphyria	naive thymus-derived cd4-positive, alpha-beta t cell	-0.22091841106592	1	0
121300	Coproporphyria	naive thymus-derived cd8-positive, alpha-beta t cell	-0.200147733361511	1	0
121300	Coproporphyria	neutrophil	-0.42391333587809293	1	0
121300	Coproporphyria	nk cell	-0.222261651546397	1	0
121300	Coproporphyria	plasma cell	-0.230316814850824	1	0
121300	Coproporphyria	plasmacytoid dendritic cell	-0.28305192465400897	1	0
121300	Coproporphyria	platelet	-0.30021810291761203	1	0
121300	Coproporphyria	regulatory t cell	0.07062123399295599	1	0
121300	Coproporphyria	type i nk t cell	-0.227442240931287	1	0
PS133100	Erythrocytosis, familial	cd1c-positive myeloid dendritic cell	-0.35501923677394603	1	0
PS133100	Erythrocytosis, familial	cd4-positive, alpha-beta memory t cell	0.245997684271524	1	0
PS133100	Erythrocytosis, familial	cd8-positive, alpha-beta memory t cell	-0.103214600822886	1	0
PS133100	Erythrocytosis, familial	cd8-positive, alpha-beta t cell	-0.644913897643232	1	0
PS133100	Erythrocytosis, familial	cd141-positive myeloid dendritic cell	-0.428230213566269	1	0
PS133100	Erythrocytosis, familial	classical monocyte	-0.36403718576697297	1	0
PS133100	Erythrocytosis, familial	endothelial cell	-0.0868550542619832	1	0
PS133100	Erythrocytosis, familial	erythrocyte	3.2853042517117204	1	1
PS133100	Erythrocytosis, familial	hematopoietic stem cell	-0.0365244463926128	1	0
PS133100	Erythrocytosis, familial	innate lymphoid cell	-0.240722362302265	1	0
PS133100	Erythrocytosis, familial	intermediate monocyte	-0.709342547535107	1	0
PS133100	Erythrocytosis, familial	macrophage	1.0158799504822902	1	0
PS133100	Erythrocytosis, familial	mature nk t cell	1.0229114916448399	1	0
PS133100	Erythrocytosis, familial	memory b cell	-0.041456875886643	1	0
PS133100	Erythrocytosis, familial	naive b cell	-0.371119370159505	1	0
PS133100	Erythrocytosis, familial	naive thymus-derived cd4-positive, alpha-beta t cell	-0.15703066365794002	1	0
PS133100	Erythrocytosis, familial	naive thymus-derived cd8-positive, alpha-beta t cell	-0.465682229361178	1	0
PS133100	Erythrocytosis, familial	neutrophil	-0.7603865948024761	1	0
PS133100	Erythrocytosis, familial	nk cell	-0.560128540011777	1	0
PS133100	Erythrocytosis, familial	plasma cell	-0.827528839759623	1	0
PS133100	Erythrocytosis, familial	plasmacytoid dendritic cell	-1.1597174376358799	1	0
PS133100	Erythrocytosis, familial	platelet	2.2588056047053	1	1
PS133100	Erythrocytosis, familial	regulatory t cell	-0.471696846895519	1	0
PS133100	Erythrocytosis, familial	type i nk t cell	-0.0452920395798529	1	0
133540	Cockayne Syndrome, Type B	cd1c-positive myeloid dendritic cell	-0.8242678028826171	1	0
133540	Cockayne Syndrome, Type B	cd4-positive, alpha-beta memory t cell	0.474668831633999	1	0
133540	Cockayne Syndrome, Type B	cd8-positive, alpha-beta memory t cell	0.8239835825758169	1	0
133540	Cockayne Syndrome, Type B	cd8-positive, alpha-beta t cell	-0.750623480767004	1	0
133540	Cockayne Syndrome, Type B	cd141-positive myeloid dendritic cell	-0.11915605064615302	1	0
133540	Cockayne Syndrome, Type B	classical monocyte	-0.935463724825298	1	0
133540	Cockayne Syndrome, Type B	endothelial cell	0.7898303548461351	1	0
133540	Cockayne Syndrome, Type B	erythrocyte	-1.6220347588997501	1	0
133540	Cockayne Syndrome, Type B	hematopoietic stem cell	-0.6540333667475171	1	0
133540	Cockayne Syndrome, Type B	innate lymphoid cell	0.44072299612353494	1	0
133540	Cockayne Syndrome, Type B	intermediate monocyte	-0.77912552446728	1	0
133540	Cockayne Syndrome, Type B	macrophage	-0.863738397830348	1	0
133540	Cockayne Syndrome, Type B	mature nk t cell	0.726310860478615	1	0
133540	Cockayne Syndrome, Type B	memory b cell	0.149365521541337	1	0
133540	Cockayne Syndrome, Type B	naive b cell	0.7581071983803159	1	0
133540	Cockayne Syndrome, Type B	naive thymus-derived cd4-positive, alpha-beta t cell	0.18151800417092398	1	0
133540	Cockayne Syndrome, Type B	naive thymus-derived cd8-positive, alpha-beta t cell	1.81920847698414	1	0
133540	Cockayne Syndrome, Type B	neutrophil	-1.54829842459656	1	0
133540	Cockayne Syndrome, Type B	nk cell	1.5193705358251899	1	0
133540	Cockayne Syndrome, Type B	plasma cell	-0.917635170470352	1	0
133540	Cockayne Syndrome, Type B	plasmacytoid dendritic cell	-0.0868486543668819	1	0
133540	Cockayne Syndrome, Type B	platelet	-1.16540757345521	1	0
133540	Cockayne Syndrome, Type B	regulatory t cell	1.2028467966226102	1	0
133540	Cockayne Syndrome, Type B	type i nk t cell	1.38069977077234	1	0
PS231200	Bleeding disorder, platelet-type	cd1c-positive myeloid dendritic cell	-0.39415679424642897	1	0
PS231200	Bleeding disorder, platelet-type	cd4-positive, alpha-beta memory t cell	-0.262578530851389	1	0
PS231200	Bleeding disorder, platelet-type	cd8-positive, alpha-beta memory t cell	-0.080209449313649	1	0
PS231200	Bleeding disorder, platelet-type	cd8-positive, alpha-beta t cell	-0.458185971390636	1	0
PS231200	Bleeding disorder, platelet-type	cd141-positive myeloid dendritic cell	-0.308538457478162	1	0
PS231200	Bleeding disorder, platelet-type	classical monocyte	0.29827615441086797	1	0
PS231200	Bleeding disorder, platelet-type	endothelial cell	-0.45132248407333597	1	0
PS231200	Bleeding disorder, platelet-type	erythrocyte	-0.8737433164782371	1	0
PS231200	Bleeding disorder, platelet-type	hematopoietic stem cell	0.00696485410219449	1	0
PS231200	Bleeding disorder, platelet-type	innate lymphoid cell	-0.31704447281461606	1	0
PS231200	Bleeding disorder, platelet-type	intermediate monocyte	2.0102390826012	1	1
PS231200	Bleeding disorder, platelet-type	macrophage	-0.513958462847095	1	0
PS231200	Bleeding disorder, platelet-type	mature nk t cell	-0.243852992299516	1	0
PS231200	Bleeding disorder, platelet-type	memory b cell	-0.585443620879786	1	0
PS231200	Bleeding disorder, platelet-type	naive b cell	-0.7994854241861479	1	0
PS231200	Bleeding disorder, platelet-type	naive thymus-derived cd4-positive, alpha-beta t cell	-0.390542457683001	1	0
PS231200	Bleeding disorder, platelet-type	naive thymus-derived cd8-positive, alpha-beta t cell	-0.390040281082242	1	0
PS231200	Bleeding disorder, platelet-type	neutrophil	3.87493980946675	1	1
PS231200	Bleeding disorder, platelet-type	nk cell	0.5047300007735779	1	0
PS231200	Bleeding disorder, platelet-type	plasma cell	-0.603321649693419	1	0
PS231200	Bleeding disorder, platelet-type	plasmacytoid dendritic cell	-0.0255237256513867	1	0
PS231200	Bleeding disorder, platelet-type	platelet	0.0295682579203266	1	0
PS231200	Bleeding disorder, platelet-type	regulatory t cell	0.0876806425990542	1	0
PS231200	Bleeding disorder, platelet-type	type i nk t cell	-0.114450710904921	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	cd1c-positive myeloid dendritic cell	0.16373259629590803	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	cd4-positive, alpha-beta memory t cell	-0.291299344009062	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	cd8-positive, alpha-beta memory t cell	-0.12589085675814501	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	cd8-positive, alpha-beta t cell	0.869352921804241	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	cd141-positive myeloid dendritic cell	-0.28301415342259	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	classical monocyte	0.0294107829384463	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	endothelial cell	-0.848324880060505	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	erythrocyte	-0.993384606914119	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	hematopoietic stem cell	-0.210022981271213	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	innate lymphoid cell	-0.536061764543584	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	intermediate monocyte	0.7338911401996628	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	macrophage	-0.0607528752305021	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	mature nk t cell	-0.41193301810751093	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	memory b cell	-0.611404012843313	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	naive b cell	-0.7937365716103241	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	naive thymus-derived cd4-positive, alpha-beta t cell	-0.24694775984123896	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	naive thymus-derived cd8-positive, alpha-beta t cell	-0.189564533747827	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	neutrophil	0.0277053000300295	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	nk cell	0.309623332794772	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	plasma cell	-0.503734296400125	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	plasmacytoid dendritic cell	-0.244849956476501	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	platelet	4.20136859664186	1	1
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	regulatory t cell	0.256038897556299	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	type i nk t cell	-0.24020195702466196	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	cd1c-positive myeloid dendritic cell	-0.195077529553499	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	cd4-positive, alpha-beta memory t cell	-0.210156447557394	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	cd8-positive, alpha-beta memory t cell	-0.21149113418873702	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	cd8-positive, alpha-beta t cell	-0.21742096733852498	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	cd141-positive myeloid dendritic cell	-0.21742096733852498	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	classical monocyte	-0.20919197199605602	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	endothelial cell	-0.16951112758815198	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	erythrocyte	-0.21742096733852498	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	hematopoietic stem cell	-0.128799582073806	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	innate lymphoid cell	-0.17757808584235502	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	intermediate monocyte	-0.21742096733852498	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	macrophage	-0.214471240859142	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	mature nk t cell	-0.21491972119529396	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	memory b cell	-0.21078804197970602	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	naive b cell	-0.215404214489792	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	naive thymus-derived cd4-positive, alpha-beta t cell	-0.209604189204592	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	naive thymus-derived cd8-positive, alpha-beta t cell	-0.21385513171255202	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	neutrophil	-0.203018974073558	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	nk cell	-0.20361434802178502	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	plasma cell	-0.205946051554135	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	plasmacytoid dendritic cell	-0.21742096733852498	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	platelet	4.6938930730917106	1	1
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	regulatory t cell	-0.21742096733852498	1	0
153670	Bernard-soulier Syndrome, Benign Autosomal Dominant	type i nk t cell	-0.19593947717000101	1	0
170100	Prolidase Deficiency	cd1c-positive myeloid dendritic cell	-0.18542877714445397	1	0
170100	Prolidase Deficiency	cd4-positive, alpha-beta memory t cell	-0.4190717913071021	1	0
170100	Prolidase Deficiency	cd8-positive, alpha-beta memory t cell	0.0699574242701648	1	0
170100	Prolidase Deficiency	cd8-positive, alpha-beta t cell	-0.097115382278475	1	0
170100	Prolidase Deficiency	cd141-positive myeloid dendritic cell	0.314326136392654	1	0
170100	Prolidase Deficiency	classical monocyte	2.00230960833375	1	1
170100	Prolidase Deficiency	endothelial cell	1.23145789136714	1	0
170100	Prolidase Deficiency	erythrocyte	-1.6604006234224498	1	0
170100	Prolidase Deficiency	hematopoietic stem cell	-0.6144138088694461	1	0
170100	Prolidase Deficiency	innate lymphoid cell	-0.216650658401378	1	0
170100	Prolidase Deficiency	intermediate monocyte	-1.3328798381321	1	0
170100	Prolidase Deficiency	macrophage	2.46970008253325	1	1
170100	Prolidase Deficiency	mature nk t cell	0.141850351384698	1	0
170100	Prolidase Deficiency	memory b cell	-0.221668791230033	1	0
170100	Prolidase Deficiency	naive b cell	-0.37713097534724	1	0
170100	Prolidase Deficiency	naive thymus-derived cd4-positive, alpha-beta t cell	-0.502538681717759	1	0
170100	Prolidase Deficiency	naive thymus-derived cd8-positive, alpha-beta t cell	0.16295619469026001	1	0
170100	Prolidase Deficiency	neutrophil	-1.7326860422618202	1	0
170100	Prolidase Deficiency	nk cell	0.6327846208283671	1	0
170100	Prolidase Deficiency	plasma cell	-0.586815592332648	1	0
170100	Prolidase Deficiency	plasmacytoid dendritic cell	-0.532351788913307	1	0
170100	Prolidase Deficiency	platelet	1.21155111620654	1	0
170100	Prolidase Deficiency	regulatory t cell	0.315579853437175	1	0
170100	Prolidase Deficiency	type i nk t cell	-0.0733205280857808	1	0
181000	Sarcoidosis, Susceptibility To, 1	cd1c-positive myeloid dendritic cell	0.596186624767568	1	0
181000	Sarcoidosis, Susceptibility To, 1	cd4-positive, alpha-beta memory t cell	-0.44452411503842204	1	0
181000	Sarcoidosis, Susceptibility To, 1	cd8-positive, alpha-beta memory t cell	-0.334592528346342	1	0
181000	Sarcoidosis, Susceptibility To, 1	cd8-positive, alpha-beta t cell	-0.44640991301266997	1	0
181000	Sarcoidosis, Susceptibility To, 1	cd141-positive myeloid dendritic cell	4.2621147267601005	1	1
181000	Sarcoidosis, Susceptibility To, 1	classical monocyte	-0.174078578979065	1	0
181000	Sarcoidosis, Susceptibility To, 1	endothelial cell	-0.0576339983271105	1	0
181000	Sarcoidosis, Susceptibility To, 1	erythrocyte	-0.4610004769888621	1	0
181000	Sarcoidosis, Susceptibility To, 1	hematopoietic stem cell	-0.41156702510783294	1	0
181000	Sarcoidosis, Susceptibility To, 1	innate lymphoid cell	-0.418433111008061	1	0
181000	Sarcoidosis, Susceptibility To, 1	intermediate monocyte	-0.380415421877524	1	0
181000	Sarcoidosis, Susceptibility To, 1	macrophage	1.04415782897448	1	0
181000	Sarcoidosis, Susceptibility To, 1	mature nk t cell	-0.3846245442739671	1	0
181000	Sarcoidosis, Susceptibility To, 1	memory b cell	0.301540075259698	1	0
181000	Sarcoidosis, Susceptibility To, 1	naive b cell	0.7459395913946021	1	0
181000	Sarcoidosis, Susceptibility To, 1	naive thymus-derived cd4-positive, alpha-beta t cell	-0.447841078875985	1	0
181000	Sarcoidosis, Susceptibility To, 1	naive thymus-derived cd8-positive, alpha-beta t cell	-0.3764923163763521	1	0
181000	Sarcoidosis, Susceptibility To, 1	neutrophil	-0.456849112978622	1	0
181000	Sarcoidosis, Susceptibility To, 1	nk cell	-0.43306986626167404	1	0
181000	Sarcoidosis, Susceptibility To, 1	plasma cell	-0.4047446281364989	1	0
181000	Sarcoidosis, Susceptibility To, 1	plasmacytoid dendritic cell	-0.326074026522937	1	0
181000	Sarcoidosis, Susceptibility To, 1	platelet	-0.391804125985822	1	0
181000	Sarcoidosis, Susceptibility To, 1	regulatory t cell	-0.359565556777082	1	0
181000	Sarcoidosis, Susceptibility To, 1	type i nk t cell	-0.240218422281609	1	0
182900	Spherocytosis, Hereditary	cd1c-positive myeloid dendritic cell	-0.30969755685003003	1	0
182900	Spherocytosis, Hereditary	cd4-positive, alpha-beta memory t cell	-0.285947889559771	1	0
182900	Spherocytosis, Hereditary	cd8-positive, alpha-beta memory t cell	-0.29988766089838503	1	0
182900	Spherocytosis, Hereditary	cd8-positive, alpha-beta t cell	-0.30969755685003003	1	0
182900	Spherocytosis, Hereditary	cd141-positive myeloid dendritic cell	-0.30969755685003003	1	0
182900	Spherocytosis, Hereditary	classical monocyte	-0.305991754428865	1	0
182900	Spherocytosis, Hereditary	endothelial cell	-0.27897012153912604	1	0
182900	Spherocytosis, Hereditary	erythrocyte	4.46243171386201	1	1
182900	Spherocytosis, Hereditary	hematopoietic stem cell	0.710020534488841	1	0
182900	Spherocytosis, Hereditary	innate lymphoid cell	-0.271003034246274	1	0
182900	Spherocytosis, Hereditary	intermediate monocyte	-0.29273172010337395	1	0
182900	Spherocytosis, Hereditary	macrophage	-0.305964759211898	1	0
182900	Spherocytosis, Hereditary	mature nk t cell	-0.298744329499924	1	0
182900	Spherocytosis, Hereditary	memory b cell	-0.24318689202855803	1	0
182900	Spherocytosis, Hereditary	naive b cell	-0.2181812870785	1	0
