Disease\Phenotypic series accession (OMIM)	Disease\Phenotypic series name (OMIM)	Cell type	PrEDiCT score	Number of causal genes	Affected cell type (1=Yes, 0=No)
102700	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-negative, Due To Adenosine Deaminase Deficiency	type ii pneumocyte	-0.36171277087912895	1	0
102700	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-negative, Due To Adenosine Deaminase Deficiency	vascular associated smooth muscle cell	-0.246847304894026	1	0
102700	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-negative, Due To Adenosine Deaminase Deficiency	vein endothelial cell	-0.30861915690652897	1	0
PS122470	Cornelia de Lange syndrome	cd8-positive, alpha-beta t cell	0.3264959254487	1	0
PS122470	Cornelia de Lange syndrome	cd4-positive, alpha-beta t cell	0.357249750448234	1	0
PS122470	Cornelia de Lange syndrome	adventitial cell	-1.1339383076469	1	0
PS122470	Cornelia de Lange syndrome	alveolar fibroblast	-0.509485683441927	1	0
PS122470	Cornelia de Lange syndrome	b cell	-0.258440601107112	1	0
PS122470	Cornelia de Lange syndrome	basal cell	-0.190570934398476	1	0
PS122470	Cornelia de Lange syndrome	basophil	-1.02456419839255	1	0
PS122470	Cornelia de Lange syndrome	bronchial smooth muscle cell	-0.481516710700905	1	0
PS122470	Cornelia de Lange syndrome	bronchial vessel endothelial cell	-0.301596619265349	1	0
PS122470	Cornelia de Lange syndrome	capillary aerocyte	0.614042332199746	1	0
PS122470	Cornelia de Lange syndrome	capillary endothelial cell	1.41215813286353	1	0
PS122470	Cornelia de Lange syndrome	classical monocyte	0.9389010376985779	1	0
PS122470	Cornelia de Lange syndrome	club cell	0.36896380947827295	1	0
PS122470	Cornelia de Lange syndrome	dendritic cell	-0.7065865797442259	1	0
PS122470	Cornelia de Lange syndrome	endothelial cell of artery	0.8761835577215851	1	0
PS122470	Cornelia de Lange syndrome	endothelial cell of lymphatic vessel	0.136053783316564	1	0
PS122470	Cornelia de Lange syndrome	fibroblast	1.6630913046694398	1	0
PS122470	Cornelia de Lange syndrome	intermediate monocyte	1.3037874289351599	1	0
PS122470	Cornelia de Lange syndrome	lung ciliated cell	-0.00612814347691882	1	0
PS122470	Cornelia de Lange syndrome	lung microvascular endothelial cell	-0.7745305688996379	1	0
PS122470	Cornelia de Lange syndrome	macrophage	-0.8817823881777309	1	0
PS122470	Cornelia de Lange syndrome	mesothelial cell	-0.498908252546022	1	0
PS122470	Cornelia de Lange syndrome	myofibroblast cell	-0.183057960497959	1	0
PS122470	Cornelia de Lange syndrome	neutrophil	2.44445040467735	1	1
PS122470	Cornelia de Lange syndrome	nk cell	0.720277642979539	1	0
PS122470	Cornelia de Lange syndrome	non-classical monocyte	1.05791709966393	1	0
PS122470	Cornelia de Lange syndrome	pericyte cell	1.1322457786439701	1	0
PS122470	Cornelia de Lange syndrome	plasma cell	-2.1301766229801897	1	0
PS122470	Cornelia de Lange syndrome	plasmacytoid dendritic cell	1.2642124531889098	1	0
PS122470	Cornelia de Lange syndrome	pulmonary ionocyte	0.648175821278639	1	0
PS122470	Cornelia de Lange syndrome	respiratory goblet cell	-0.93273225371095	1	0
PS122470	Cornelia de Lange syndrome	respiratory mucous cell	-1.4475054691927298	1	0
PS122470	Cornelia de Lange syndrome	serous cell of epithelium of bronchus	-1.4149487245790702	1	0
PS122470	Cornelia de Lange syndrome	smooth muscle cell	-1.2364021746214	1	0
PS122470	Cornelia de Lange syndrome	type i pneumocyte	-0.0147553305534867	1	0
PS122470	Cornelia de Lange syndrome	type ii pneumocyte	-0.720054133693829	1	0
PS122470	Cornelia de Lange syndrome	vascular associated smooth muscle cell	-0.6509323390508461	1	0
PS122470	Cornelia de Lange syndrome	vein endothelial cell	0.234407733466079	1	0
PS123700	Cutis laxa	cd8-positive, alpha-beta t cell	-0.377544442898933	5	0
PS123700	Cutis laxa	cd4-positive, alpha-beta t cell	-0.453389830110182	5	0
PS123700	Cutis laxa	adventitial cell	2.0769673451538404	5	1
PS123700	Cutis laxa	alveolar fibroblast	3.24240067445266	5	1
PS123700	Cutis laxa	b cell	-0.5209098996740971	5	0
PS123700	Cutis laxa	basal cell	-0.296295498483591	5	0
PS123700	Cutis laxa	basophil	-0.453370763736923	5	0
PS123700	Cutis laxa	bronchial smooth muscle cell	1.31783443018448	5	0
PS123700	Cutis laxa	bronchial vessel endothelial cell	-0.438441352849585	5	0
PS123700	Cutis laxa	capillary aerocyte	-0.384284923886035	5	0
PS123700	Cutis laxa	capillary endothelial cell	-0.358384392550734	5	0
PS123700	Cutis laxa	classical monocyte	-0.453859913168111	5	0
PS123700	Cutis laxa	club cell	-0.455149300786765	5	0
PS123700	Cutis laxa	dendritic cell	-0.458426723057312	5	0
PS123700	Cutis laxa	endothelial cell of artery	0.450307769554371	5	0
PS123700	Cutis laxa	endothelial cell of lymphatic vessel	0.164181479737002	5	0
PS123700	Cutis laxa	fibroblast	0.6975941781146391	5	0
PS123700	Cutis laxa	intermediate monocyte	-0.44682380786920706	5	0
PS123700	Cutis laxa	lung ciliated cell	-0.5288712339422461	5	0
PS123700	Cutis laxa	lung microvascular endothelial cell	-0.49802559331373797	5	0
PS123700	Cutis laxa	macrophage	-0.456713944630011	5	0
PS123700	Cutis laxa	mesothelial cell	-0.351333015095425	5	0
PS123700	Cutis laxa	myofibroblast cell	0.330983034110565	5	0
PS123700	Cutis laxa	neutrophil	-0.428395219757659	5	0
PS123700	Cutis laxa	nk cell	-0.49970712033078296	5	0
PS123700	Cutis laxa	non-classical monocyte	-0.45488962400145205	5	0
PS123700	Cutis laxa	pericyte cell	-0.34615827964665	5	0
PS123700	Cutis laxa	plasma cell	-0.527850660344176	5	0
PS123700	Cutis laxa	plasmacytoid dendritic cell	-0.458426723057312	5	0
PS123700	Cutis laxa	pulmonary ionocyte	-0.45181318594684994	5	0
PS123700	Cutis laxa	respiratory goblet cell	-0.475284401798665	5	0
PS123700	Cutis laxa	respiratory mucous cell	-0.501834798689976	5	0
PS123700	Cutis laxa	serous cell of epithelium of bronchus	-0.5886210806690029	5	0
PS123700	Cutis laxa	smooth muscle cell	0.31912051955209003	5	0
PS123700	Cutis laxa	type i pneumocyte	0.203125478005029	5	0
PS123700	Cutis laxa	type ii pneumocyte	-0.451996519489671	5	0
PS123700	Cutis laxa	vascular associated smooth muscle cell	1.30531241678254	5	0
PS123700	Cutis laxa	vein endothelial cell	-0.125661718603686	5	0
PS127550	Dyskeratosis congenita	cd8-positive, alpha-beta t cell	0.442840763866373	3	0
PS127550	Dyskeratosis congenita	cd4-positive, alpha-beta t cell	-0.33022729545156604	3	0
PS127550	Dyskeratosis congenita	adventitial cell	0.291464418658371	3	0
PS127550	Dyskeratosis congenita	alveolar fibroblast	-0.8047982056016371	3	0
PS127550	Dyskeratosis congenita	b cell	0.16161425965450196	3	0
PS127550	Dyskeratosis congenita	basal cell	-0.587405800197043	3	0
PS127550	Dyskeratosis congenita	basophil	0.8835776776098292	3	0
PS127550	Dyskeratosis congenita	bronchial smooth muscle cell	-0.0316740145138702	3	0
PS127550	Dyskeratosis congenita	bronchial vessel endothelial cell	0.546305284814819	3	0
PS127550	Dyskeratosis congenita	capillary aerocyte	-0.0709025882318169	3	0
PS127550	Dyskeratosis congenita	capillary endothelial cell	-0.33146253986979196	3	0
PS127550	Dyskeratosis congenita	classical monocyte	-0.36585178138592994	3	0
PS127550	Dyskeratosis congenita	club cell	-0.64837967930766	3	0
PS127550	Dyskeratosis congenita	dendritic cell	0.11026450725442698	3	0
PS127550	Dyskeratosis congenita	endothelial cell of artery	0.185737982859698	3	0
PS127550	Dyskeratosis congenita	endothelial cell of lymphatic vessel	-0.0858831473446386	3	0
PS127550	Dyskeratosis congenita	fibroblast	-0.36648202507690397	3	0
PS127550	Dyskeratosis congenita	intermediate monocyte	-0.243089893852938	3	0
PS127550	Dyskeratosis congenita	lung ciliated cell	-0.634283342857673	3	0
PS127550	Dyskeratosis congenita	lung microvascular endothelial cell	0.346968389142461	3	0
PS127550	Dyskeratosis congenita	macrophage	-0.5624940064090501	3	0
PS127550	Dyskeratosis congenita	mesothelial cell	-0.637842630595124	3	0
PS127550	Dyskeratosis congenita	myofibroblast cell	-0.36113119349734607	3	0
PS127550	Dyskeratosis congenita	neutrophil	0.103141651459973	3	0
PS127550	Dyskeratosis congenita	nk cell	0.49545660797606395	3	0
PS127550	Dyskeratosis congenita	non-classical monocyte	0.0364273257088706	3	0
PS127550	Dyskeratosis congenita	pericyte cell	-0.5022738351483689	3	0
PS127550	Dyskeratosis congenita	plasma cell	-0.945383755248705	3	0
PS127550	Dyskeratosis congenita	plasmacytoid dendritic cell	0.4504141125983971	3	0
PS127550	Dyskeratosis congenita	pulmonary ionocyte	0.44664914808897793	3	0
PS127550	Dyskeratosis congenita	respiratory goblet cell	-0.758167623104749	3	0
PS127550	Dyskeratosis congenita	respiratory mucous cell	-1.2656985245165902	3	0
PS127550	Dyskeratosis congenita	serous cell of epithelium of bronchus	-1.12914136447363	3	0
PS127550	Dyskeratosis congenita	smooth muscle cell	0.498200234373136	3	0
PS127550	Dyskeratosis congenita	type i pneumocyte	-0.20711632828123896	3	0
PS127550	Dyskeratosis congenita	type ii pneumocyte	-0.343930045307517	3	0
PS127550	Dyskeratosis congenita	vascular associated smooth muscle cell	0.188650590833112	3	0
PS127550	Dyskeratosis congenita	vein endothelial cell	0.228789692809957	3	0
PS130000	Ehlers-Danlos syndrome	cd8-positive, alpha-beta t cell	-0.41968996199504804	4	0
PS130000	Ehlers-Danlos syndrome	cd4-positive, alpha-beta t cell	-0.5628316682192515	4	0
PS130000	Ehlers-Danlos syndrome	adventitial cell	1.2491491507373025	4	0
PS130000	Ehlers-Danlos syndrome	alveolar fibroblast	1.5130062701035298	4	0
PS130000	Ehlers-Danlos syndrome	b cell	-0.509007685683923	4	0
PS130000	Ehlers-Danlos syndrome	basal cell	-0.3272943696577071	4	0
PS130000	Ehlers-Danlos syndrome	basophil	-0.616710498497494	4	0
PS130000	Ehlers-Danlos syndrome	bronchial smooth muscle cell	0.21686861563705198	4	0
PS130000	Ehlers-Danlos syndrome	bronchial vessel endothelial cell	0.010764750468376494	4	0
PS130000	Ehlers-Danlos syndrome	capillary aerocyte	-0.17054399852177196	4	0
PS130000	Ehlers-Danlos syndrome	capillary endothelial cell	-0.016844365382917503	4	0
PS130000	Ehlers-Danlos syndrome	classical monocyte	0.02144405220998652	4	0
PS130000	Ehlers-Danlos syndrome	club cell	-0.5282536854435765	4	0
PS130000	Ehlers-Danlos syndrome	dendritic cell	-0.41743075691822	4	0
PS130000	Ehlers-Danlos syndrome	endothelial cell of artery	0.013064002030012956	4	0
PS130000	Ehlers-Danlos syndrome	endothelial cell of lymphatic vessel	-0.4222745402161725	4	0
PS130000	Ehlers-Danlos syndrome	fibroblast	1.5893448328704651	4	0
PS130000	Ehlers-Danlos syndrome	intermediate monocyte	-0.078328747275463	4	0
PS130000	Ehlers-Danlos syndrome	lung ciliated cell	-0.5274244248656406	4	0
PS130000	Ehlers-Danlos syndrome	lung microvascular endothelial cell	-0.25270276898284905	4	0
PS130000	Ehlers-Danlos syndrome	macrophage	-0.3917374063915915	4	0
PS130000	Ehlers-Danlos syndrome	mesothelial cell	-0.253144702048481	4	0
PS130000	Ehlers-Danlos syndrome	myofibroblast cell	-0.2722272918509073	4	0
PS130000	Ehlers-Danlos syndrome	neutrophil	-0.5123046181608	4	0
PS130000	Ehlers-Danlos syndrome	nk cell	-0.28358489169168555	4	0
PS130000	Ehlers-Danlos syndrome	non-classical monocyte	-0.10283402086512697	4	0
PS130000	Ehlers-Danlos syndrome	pericyte cell	1.799967798647595	4	0
PS130000	Ehlers-Danlos syndrome	plasma cell	-0.562743355641055	4	0
PS130000	Ehlers-Danlos syndrome	plasmacytoid dendritic cell	-0.5123046181608	4	0
PS130000	Ehlers-Danlos syndrome	pulmonary ionocyte	-0.4460632603869755	4	0
PS130000	Ehlers-Danlos syndrome	respiratory goblet cell	-0.557562541118353	4	0
PS130000	Ehlers-Danlos syndrome	respiratory mucous cell	-0.5846539462585495	4	0
PS130000	Ehlers-Danlos syndrome	serous cell of epithelium of bronchus	-0.45154846473756555	4	0
PS130000	Ehlers-Danlos syndrome	smooth muscle cell	0.4476376781693785	4	0
PS130000	Ehlers-Danlos syndrome	type i pneumocyte	-0.37680180665624896	4	0
PS130000	Ehlers-Danlos syndrome	type ii pneumocyte	-0.48964426236389896	4	0
PS130000	Ehlers-Danlos syndrome	vascular associated smooth muscle cell	1.1099390784572745	4	0
PS130000	Ehlers-Danlos syndrome	vein endothelial cell	-0.15158608327309578	4	0
135150	Birt-hogg-dube Syndrome	cd8-positive, alpha-beta t cell	-0.703876355567333	1	0
135150	Birt-hogg-dube Syndrome	cd4-positive, alpha-beta t cell	-0.38911195799684895	1	0
135150	Birt-hogg-dube Syndrome	adventitial cell	1.07715050945123	1	0
135150	Birt-hogg-dube Syndrome	alveolar fibroblast	1.08689768431378	1	0
135150	Birt-hogg-dube Syndrome	b cell	-0.5300315264152411	1	0
135150	Birt-hogg-dube Syndrome	basal cell	-0.3936365075167079	1	0
135150	Birt-hogg-dube Syndrome	basophil	-0.187468939353156	1	0
135150	Birt-hogg-dube Syndrome	bronchial smooth muscle cell	0.186029795820598	1	0
135150	Birt-hogg-dube Syndrome	bronchial vessel endothelial cell	-0.7250289262521089	1	0
135150	Birt-hogg-dube Syndrome	capillary aerocyte	-0.21722537173006304	1	0
135150	Birt-hogg-dube Syndrome	capillary endothelial cell	-0.329921651580198	1	0
135150	Birt-hogg-dube Syndrome	classical monocyte	-0.123393216481095	1	0
135150	Birt-hogg-dube Syndrome	club cell	0.0985828390812418	1	0
135150	Birt-hogg-dube Syndrome	dendritic cell	-0.8040632160727741	1	0
135150	Birt-hogg-dube Syndrome	endothelial cell of artery	-0.480339359076008	1	0
135150	Birt-hogg-dube Syndrome	endothelial cell of lymphatic vessel	2.33333497021158	1	1
135150	Birt-hogg-dube Syndrome	fibroblast	1.7961630000865803	1	0
135150	Birt-hogg-dube Syndrome	intermediate monocyte	-0.633252509399935	1	0
135150	Birt-hogg-dube Syndrome	lung ciliated cell	1.22181321535285	1	0
135150	Birt-hogg-dube Syndrome	lung microvascular endothelial cell	-0.7248877253270191	1	0
135150	Birt-hogg-dube Syndrome	macrophage	-0.0605381440651867	1	0
135150	Birt-hogg-dube Syndrome	mesothelial cell	-0.313577935210073	1	0
135150	Birt-hogg-dube Syndrome	myofibroblast cell	1.20541450563943	1	0
135150	Birt-hogg-dube Syndrome	neutrophil	1.89913844769747	1	0
135150	Birt-hogg-dube Syndrome	nk cell	-0.504837692300868	1	0
135150	Birt-hogg-dube Syndrome	non-classical monocyte	0.373537681398675	1	0
135150	Birt-hogg-dube Syndrome	pericyte cell	-0.597929387024542	1	0
135150	Birt-hogg-dube Syndrome	plasma cell	-1.00228384554988	1	0
135150	Birt-hogg-dube Syndrome	plasmacytoid dendritic cell	-1.23376683780126	1	0
135150	Birt-hogg-dube Syndrome	pulmonary ionocyte	0.557959461653028	1	0
135150	Birt-hogg-dube Syndrome	respiratory goblet cell	-0.7426760683144531	1	0
135150	Birt-hogg-dube Syndrome	respiratory mucous cell	-1.23376683780126	1	0
135150	Birt-hogg-dube Syndrome	serous cell of epithelium of bronchus	-1.23376683780126	1	0
135150	Birt-hogg-dube Syndrome	smooth muscle cell	-1.23376683780126	1	0
135150	Birt-hogg-dube Syndrome	type i pneumocyte	2.4094853925706	1	1
135150	Birt-hogg-dube Syndrome	type ii pneumocyte	-0.12629185542069002	1	0
135150	Birt-hogg-dube Syndrome	vascular associated smooth muscle cell	0.8820855583183549	1	0
135150	Birt-hogg-dube Syndrome	vein endothelial cell	-0.602153519736183	1	0
PS135900	Coffin-Siris syndrome	cd8-positive, alpha-beta t cell	0.567257137945624	1	0
PS135900	Coffin-Siris syndrome	cd4-positive, alpha-beta t cell	0.0794892694148628	1	0
PS135900	Coffin-Siris syndrome	adventitial cell	-0.463202955784515	1	0
PS135900	Coffin-Siris syndrome	alveolar fibroblast	0.794734428780228	1	0
PS135900	Coffin-Siris syndrome	b cell	0.21439479488456897	1	0
PS135900	Coffin-Siris syndrome	basal cell	0.0930005370722991	1	0
PS135900	Coffin-Siris syndrome	basophil	0.394345671431414	1	0
PS135900	Coffin-Siris syndrome	bronchial smooth muscle cell	-0.3795107016226789	1	0
PS135900	Coffin-Siris syndrome	bronchial vessel endothelial cell	-1.21712572744708	1	0
PS135900	Coffin-Siris syndrome	capillary aerocyte	-0.13763565842508999	1	0
PS135900	Coffin-Siris syndrome	capillary endothelial cell	0.699469838597543	1	0
PS135900	Coffin-Siris syndrome	classical monocyte	-0.582027251555255	1	0
PS135900	Coffin-Siris syndrome	club cell	0.31525071500020296	1	0
PS135900	Coffin-Siris syndrome	dendritic cell	-0.7538054476567291	1	0
PS135900	Coffin-Siris syndrome	endothelial cell of artery	0.0725100073390514	1	0
PS135900	Coffin-Siris syndrome	endothelial cell of lymphatic vessel	1.4601511646947603	1	0
PS135900	Coffin-Siris syndrome	fibroblast	1.93893104756944	1	0
PS135900	Coffin-Siris syndrome	intermediate monocyte	-0.511867050210662	1	0
PS135900	Coffin-Siris syndrome	lung ciliated cell	0.180204508029432	1	0
PS135900	Coffin-Siris syndrome	lung microvascular endothelial cell	-0.5041500874305639	1	0
PS135900	Coffin-Siris syndrome	macrophage	-0.9713119743123471	1	0
PS135900	Coffin-Siris syndrome	mesothelial cell	-0.463142124164608	1	0
PS135900	Coffin-Siris syndrome	myofibroblast cell	-0.11304191795884	1	0
PS135900	Coffin-Siris syndrome	neutrophil	-1.58773153647668	1	0
PS135900	Coffin-Siris syndrome	nk cell	0.347258642462127	1	0
PS135900	Coffin-Siris syndrome	non-classical monocyte	-0.120300230148417	1	0
PS135900	Coffin-Siris syndrome	pericyte cell	2.9542942574975495	1	1
PS135900	Coffin-Siris syndrome	plasma cell	-1.44475157085618	1	0
PS135900	Coffin-Siris syndrome	plasmacytoid dendritic cell	2.6129396100409	1	1
PS135900	Coffin-Siris syndrome	pulmonary ionocyte	0.308609460725899	1	0
PS135900	Coffin-Siris syndrome	respiratory goblet cell	-0.22602492911382002	1	0
PS135900	Coffin-Siris syndrome	respiratory mucous cell	-1.39242354942664	1	0
PS135900	Coffin-Siris syndrome	serous cell of epithelium of bronchus	-0.37725969961346606	1	0
PS135900	Coffin-Siris syndrome	smooth muscle cell	-1.29565222697744	1	0
PS135900	Coffin-Siris syndrome	type i pneumocyte	-0.18654184783482297	1	0
PS135900	Coffin-Siris syndrome	type ii pneumocyte	-0.727901763955513	1	0
PS135900	Coffin-Siris syndrome	vascular associated smooth muscle cell	0.19120037479221802	1	0
PS135900	Coffin-Siris syndrome	vein endothelial cell	0.231366784693226	1	0
PS156200	Mental retardation, autosomal dominant	cd8-positive, alpha-beta t cell	0.05639803093286805	2	0
PS156200	Mental retardation, autosomal dominant	cd4-positive, alpha-beta t cell	-0.13260605903710412	2	0
PS156200	Mental retardation, autosomal dominant	adventitial cell	-0.9136363951146025	2	0
PS156200	Mental retardation, autosomal dominant	alveolar fibroblast	0.1745827883050015	2	0
PS156200	Mental retardation, autosomal dominant	b cell	-0.3515876324920816	2	0
PS156200	Mental retardation, autosomal dominant	basal cell	-0.0002702505860480986	2	0
PS156200	Mental retardation, autosomal dominant	basophil	0.073151218001077	2	0
PS156200	Mental retardation, autosomal dominant	bronchial smooth muscle cell	0.09492743064056106	2	0
PS156200	Mental retardation, autosomal dominant	bronchial vessel endothelial cell	-0.757710964733479	2	0
PS156200	Mental retardation, autosomal dominant	capillary aerocyte	0.126523366334778	2	0
PS156200	Mental retardation, autosomal dominant	capillary endothelial cell	0.5283434734768	2	0
PS156200	Mental retardation, autosomal dominant	classical monocyte	-0.5172463246097411	2	0
PS156200	Mental retardation, autosomal dominant	club cell	0.309561451899634	2	0
PS156200	Mental retardation, autosomal dominant	dendritic cell	-0.9053370241000046	2	0
PS156200	Mental retardation, autosomal dominant	endothelial cell of artery	0.39506366394862874	2	0
PS156200	Mental retardation, autosomal dominant	endothelial cell of lymphatic vessel	0.6308464040056421	2	0
PS156200	Mental retardation, autosomal dominant	fibroblast	1.91903971073424	2	0
PS156200	Mental retardation, autosomal dominant	intermediate monocyte	-0.369765153839703	2	0
PS156200	Mental retardation, autosomal dominant	lung ciliated cell	0.0564172379879858	2	0
PS156200	Mental retardation, autosomal dominant	lung microvascular endothelial cell	0.027594664982253048	2	0
PS156200	Mental retardation, autosomal dominant	macrophage	-0.939408461214996	2	0
PS156200	Mental retardation, autosomal dominant	mesothelial cell	-0.5004427153246884	2	0
PS156200	Mental retardation, autosomal dominant	myofibroblast cell	1.239664786538215	2	0
PS156200	Mental retardation, autosomal dominant	neutrophil	-1.0835142193491625	2	0
