Unnamed: 0	capillary endothelial cell	cd4-positive alpha-beta t cell	cd8-positive alpha-beta t cell	endothelial cell of artery	endothelial cell of lymphatic vessel	endothelial cell of vascular tree	erythrocyte	fast muscle cell	macrophage	mast cell	mature nk t cell	mesenchymal stem cell	mesothelial cell	pericyte cell	skeletal muscle satellite stem cell	slow muscle cell	smooth muscle cell	t cell	tendon cell
PS116860_Cerebral cavernous malformations	8.161182195186308	-0.5584719150895974	-0.5245537963958885	4.432420544966942	1.8004689061880037	-0.49653753853192384	-1.063458144583125	-2.5324549337086864	-0.6436818772889433	-0.770877656413335	-0.5153056589742457	-0.8771174561435606	-0.5495411632286413	6.549069440783012	-2.0595686137987546	-2.820938076583429	-0.9980599730427552	-0.6518288059053345	-1.317569415132122
253300_Spinal Muscular Atrophy, Type I	0.04227688524481374	0.2531933617124848	0.28498654081727276	-0.023741087740728976	0.21690509329676827	0.3115460096817212	-0.1797644948793484	0.673336798656725	0.17500664055930346	0.06250077008973547	0.29372364540143575	-0.027942306414570194	0.2615267074871009	-0.00029833583270795125	-0.8935472467647746	-0.3266346159281114	-0.1273979133305951	0.1676534325194451	-0.37512231803628254
231670_Glutaric Acidemia I	0.21668206157278866	0.4309294322088024	0.4635619838227031	0.1504382552624697	0.39378920651571897	0.4908883689334126	-0.004563350034779606	-0.9723521726065039	0.3510495783093127	0.23705368216092468	0.4725448110004001	0.1462359600860804	0.43947443939217895	1.4222827072343869	-0.6887561304252485	-1.1382946687365962	0.047218084336679005	0.34356463562252104	-0.19564536453437614
211750_C Syndrome	0.37960433708894514	-0.0215119236066661	0.7316908635641259	0.28550029400265425	2.010984640051647	0.03603590394920996	0.06595032490325149	-1.2860888493137448	-0.09934946752015833	2.8943033836221232	0.018507939764695072	0.27953611179594334	-0.013265350844939546	-0.39906228239892577	-1.2455399260011988	-0.35395743400334573	0.13919466931548705	-0.10671351082211394	-0.20345841121589917
PS214100_Peroxisome biogenesis disorder	-0.5794524401659079	-0.355868706774704	-0.3233779896575167	0.7464554657719278	-0.39333433493101594	-0.29647194937420956	-0.8302890199789493	2.521745633173412	-0.43710417590906947	-0.5573971799128672	-0.3145032860517093	-0.65705813447543	-0.34732253469185564	-1.243781607167751	-1.7337656907565002	1.9746229376698963	1.4072511522897202	-0.4448429174289341	-1.0638289735588669
610377_Mevalonic Aciduria	0.28631952906346775	0.5027413854313287	0.5358360573672376	1.0589487692766897	0.4651159592959168	0.5635746663936938	0.06449869228549907	-0.8867593199095728	0.4218728757077904	0.30683128190742515	0.5449518763451109	0.21550080932775428	0.5114041946028868	-0.26352371802106395	-0.6107770332146214	-1.047477580357377	0.11625753708085916	0.41430590630443886	-0.12566543665244623
608358_Myopathy, Myosin Storage	0.21668206157278866	0.4309294322088024	0.4635619838227031	0.1504382552624697	0.39378920651571897	0.4908883689334126	-0.004563350034779606	-0.9723521726065039	0.3510495783093127	0.23705368216092468	0.4725448110004001	0.1462359600860804	0.43947443939217895	-0.3349813532978842	-0.6887561304252485	0.05006243732761309	0.047218084336679005	0.34356463562252104	-0.19564536453437614
251260_Nijmegen Breakage Syndrome	0.18437871603408287	1.340507158572964	1.3932924856889433	0.1182489850491126	0.3608361080257755	0.45737695071639295	-0.03677072204096334	-1.0130218076098392	0.3182979485249791	0.20470086193624307	0.4391493099583269	0.11405149037594195	0.4062757477459184	-0.36856319032325735	-0.7256545311163236	-1.1815296471317132	0.74588949043655	1.200819392347769	-0.22842960074638377
300842_Mcleod Syndrome	0.28631952906346775	0.5027413854313287	0.5358360573672376	0.21972041957562094	0.4651159592959168	0.5635746663936938	0.8218416845012328	-0.8867593199095728	0.4218728757077904	0.30683128190742515	0.5449518763451109	0.21550080932775428	0.5114041946028868	-0.26352371802106395	-0.6107770332146214	-1.047477580357377	0.11625753708085916	0.41430590630443886	-0.12566543665244623
214800_Charge Syndrome	0.21668206157278866	0.4309294322088024	0.4635619838227031	0.1504382552624697	0.39378920651571897	0.4908883689334126	2.1618870789768416	-0.9723521726065039	0.3510495783093127	0.23705368216092468	0.4725448110004001	0.1462359600860804	0.43947443939217895	-0.3349813532978842	-0.6887561304252485	-1.1382946687365962	0.047218084336679005	0.34356463562252104	-0.19564536453437614
PS147060_Hyper-IgE recurrent infection syndrome	0.28631952906346775	0.5027413854313287	0.5358360573672376	0.21972041957562094	0.4651159592959168	0.5635746663936938	0.06449869228549907	-0.8867593199095728	0.4218728757077904	0.30683128190742515	0.5449518763451109	0.21550080932775428	0.5114041946028868	-0.26352371802106395	-0.6107770332146214	-1.047477580357377	0.11625753708085916	1.3685937083546564	-0.12566543665244623
PS128100_Dystonia	0.04227688524481374	0.2531933617124848	0.28498654081727276	-0.023741087740728976	0.21690509329676827	0.3115460096817212	-0.1797644948793484	-0.07573559773994785	0.17500664055930346	0.06250077008973547	0.29372364540143575	-0.027942306414570194	0.2615267074871009	-0.519626436618947	-0.8935472467647746	-0.3266346159281114	-0.1273979133305951	0.1676534325194451	1.3228040311424616
PS603511_Muscular dystrophy, limb-girdle, autosomal dominant	0.017004406688785913	0.22769354495903488	0.2594034821068349	-0.049061001988639164	0.19148488326021756	0.2858838695979542	-0.20542238028772053	-1.2337612022071711	0.14965765404654016	0.03723141677360413	0.26811552504220365	-0.053267169797240624	0.23600628415288805	-0.5470686041851084	2.0103107515791945	-0.3817284458368774	-0.1529071972126994	0.14231463821155893	-0.40163846089415267
186580_Blau Syndrome	0.28631952906346775	0.5027413854313287	0.5358360573672376	0.21972041957562094	0.4651159592959168	0.5635746663936938	0.06449869228549907	-0.8867593199095728	0.4218728757077904	0.30683128190742515	0.5449518763451109	0.21550080932775428	0.5114041946028868	-0.26352371802106395	-0.6107770332146214	-1.047477580357377	0.11625753708085916	0.41430590630443886	0.5438130908234396
114290_Campomelic Dysplasia	0.28631952906346775	0.5027413854313287	0.5358360573672376	0.21972041957562094	0.4651159592959168	0.5635746663936938	0.06449869228549907	-0.8867593199095728	0.4218728757077904	0.30683128190742515	0.5449518763451109	0.21550080932775428	0.5114041946028868	-0.26352371802106395	-0.6107770332146214	-1.047477580357377	0.8998986122928843	0.41430590630443886	-0.12566543665244623
PS617186_Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy	-0.05389844979494425	2.554986861829536	0.18802905762214564	-0.12020604589114081	0.12045540632782487	0.21433120199438224	-0.277774090933758	-1.3323941308036098	0.07875903345455275	0.6695559381086168	0.19668514206369217	-0.12443304716816811	0.1647690340072966	3.747719798004862	-1.0124007742999555	-1.5226756690670888	-0.2247551506071694	0.07143250264556614	-0.47672288517139855
PS192600_Cardiomyopathy, familial hypertrophic	-0.5913542312575939	-0.3671837167963595	-0.3346278827964157	-0.6645120288414259	-0.40473100787780125	-0.30767199153881475	-0.8431061989016959	1.9774285276428003	-0.44860499490371086	-0.5692308321019021	-0.3257363258394827	-0.6692162989260876	-0.3586198993653901	-1.2585689603176187	-1.4731241342107242	4.209967074189799	-0.782277117632233	-0.4563631135763103	-1.0776988924641642
607855_Muscular Dystrophy, Congenital Merosin-deficient, 1a	0.28631952906346775	0.5027413854313287	0.5358360573672376	0.21972041957562094	0.4651159592959168	0.5635746663936938	0.06449869228549907	-0.8867593199095728	0.4218728757077904	0.30683128190742515	0.5449518763451109	0.21550080932775428	0.5114041946028868	-0.26352371802106395	-0.10610864799171774	-1.047477580357377	0.11625753708085916	0.41430590630443886	-0.12566543665244623
207800_Argininemia	0.28631952906346775	0.5027413854313287	0.5358360573672376	1.0589487692766897	0.4651159592959168	0.5635746663936938	0.06449869228549907	-0.8867593199095728	0.4218728757077904	0.30683128190742515	0.5449518763451109	0.21550080932775428	0.5114041946028868	-0.26352371802106395	-0.6107770332146214	-1.047477580357377	0.11625753708085916	0.41430590630443886	-0.12566543665244623
188400_Digeorge Syndrome	-0.37978681996441643	4.315823786510025	3.1365225142476736	-0.44923827342451167	2.9222255952355667	-0.1062911785597749	-0.6171633364215806	-1.8243534250229954	-0.2430359603209055	0.2042105488309451	1.8490709834038925	-0.4536903587181637	-0.1559330572120168	-1.0005240440868441	-1.4460544110971583	-2.0525277937583577	-0.06405889619091193	5.18725801890628	-0.8347184717186202
PS123700_Cutis laxa	0.1535340296133585	0.3662223780647089	0.3984979418014972	0.08748281054435104	0.32945124352747357	0.4255023368821403	-0.06762622970689895	-1.0524333295932953	0.2870862321415982	0.1738182425679132	0.4073772203055441	0.08328796275680558	0.374676833776128	-0.4008888477152787	-0.7613216402371656	-1.2234757405800742	-0.015721141436745138	0.27966128723455763	2.79625053493913
252500_Mucolipidosis Ii Alpha/beta	0.09569548846888234	0.30730632867298474	0.3393076071265959	0.02971064684667906	0.2708130729878044	0.36606107237833985	-0.12575743261982825	-0.7392267429238304	0.22872164019214186	0.11593331379059459	0.3481065162074626	0.025515613686248908	1.207440554894715	1.1544842505054547	-0.8293589401955672	-1.3038946142135037	0.6137955002304843	0.2213394376289836	0.26779719448894423
617158_Myopathy, Distal, With Rimmed Vacuoles	0.2506012411048462	0.4658487358704506	0.49869750310142164	0.18420290504599104	0.428482314664909	0.5262172656305686	0.02913798605990497	-0.930308996334239	0.3855091761845573	0.2710354458662481	0.5077426703084188	0.1799933562493808	0.47444879550920677	-0.300017039977745	-0.15798528115065857	-0.6882288439647896	0.08089366538154914	0.3779863366216888	-0.16144176628259505
613179_Immunodeficiency Due To Purine Nucleoside Phosphorylase Deficiency	0.28631952906346775	0.5027413854313287	0.5358360573672376	0.21972041957562094	0.4651159592959168	0.5635746663936938	0.06449869228549907	-0.8867593199095728	0.4218728757077904	0.30683128190742515	1.5836871391403493	0.21550080932775428	0.5114041946028868	-0.26352371802106395	-0.6107770332146214	-1.047477580357377	0.11625753708085916	0.41430590630443886	-0.12566543665244623
PS303350_Spastic paraplegia	-0.11856643688438004	0.09201348867672125	0.12344381998290276	-0.1852348880272897	0.05604119406182866	0.14963935601448644	-0.3442350758750351	-0.419776059646994	0.014375700806366321	-0.09821597881290355	0.13206727915139033	1.709408026201804	0.10025945270728742	-0.23264273171182476	-0.7129933544748585	0.5773193395299684	-0.2906452610680298	0.00704867071615908	-0.03974163733572599
PS203300_Hermansky-Pudlak syndrome	1.1065916467035928	0.4658487358704506	0.49869750310142164	0.18420290504599104	0.428482314664909	0.5262172656305686	0.02913798605990497	-0.930308996334239	0.3855091761845573	0.2710354458662481	1.521480939371507	0.1799933562493808	0.47444879550920677	-0.300017039977745	-0.6505089044558009	-1.0936550233663827	0.08089366538154914	0.3779863366216888	-0.16144176628259505
618975_Myopathy, Congenital, With Diaphragmatic Defects, Respiratory Insufficiency, And Dysmorphic Facies	0.28631952906346775	0.5027413854313287	0.5358360573672376	0.21972041957562094	0.4651159592959168	0.5635746663936938	0.06449869228549907	-0.8867593199095728	0.4218728757077904	0.30683128190742515	0.5449518763451109	0.21550080932775428	0.5114041946028868	-0.26352371802106395	-0.10610864799171774	-1.047477580357377	0.11625753708085916	0.41430590630443886	-0.12566543665244623
268800_Sandhoff Disease	0.8651269967931638	0.30730632867298474	0.3393076071265959	0.7659214439763102	0.2708130729878044	0.36606107237833985	-0.12575743261982825	-1.127873361088934	0.22872164019214186	0.11593331379059459	1.2593342125806062	0.025515613686248908	0.3156916597173815	1.1544842505054547	-0.8293589401955672	-0.9394656735492468	-0.07365151088498333	0.2213394376289836	-0.31950103077925074
PS234200_Neurodegeneration with brain iron accumulation	0.28631952906346775	0.5027413854313287	0.5358360573672376	0.21972041957562094	0.4651159592959168	0.5635746663936938	0.06449869228549907	-0.8867593199095728	0.4218728757077904	0.30683128190742515	0.5449518763451109	1.0523843203981127	0.5114041946028868	-0.26352371802106395	-0.6107770332146214	-1.047477580357377	0.11625753708085916	0.41430590630443886	-0.12566543665244623
PS145600_Malignant hyperthermia	-0.3306370757809778	-0.530809435253192	-0.49711779712780907	-0.8418213417560753	-0.5697602111486291	-0.4692794161262568	-0.6563174270553447	3.002800214759981	-0.6153985063823049	-0.7415378496395533	-0.4879293056962503	-0.4325548137170972	4.00642569226791	-1.4773743264594386	-1.7640658718084006	1.5549061638169268	0.19714226782391422	-0.6234823050981085	-0.9509022296231789
616920_Heart And Brain Malformation Syndrome	0.017004406688785913	0.22769354495903488	0.2594034821068349	0.6481058487193078	0.19148488326021756	0.2858838695979542	-0.20542238028772053	-0.12965539495391112	0.14965765404654016	0.03723141677360413	0.26811552504220365	-0.053267169797240624	0.23600628415288805	-0.03675462589575108	-0.9243690436413612	0.30847544103982416	-0.1529071972126994	0.14231463821155893	-0.40163846089415267
264700_Vitamin D-dependent Rickets, Type I	0.28631952906346775	0.5027413854313287	0.5358360573672376	0.21972041957562094	0.4651159592959168	0.5635746663936938	0.06449869228549907	-0.8867593199095728	0.4218728757077904	0.30683128190742515	0.5449518763451109	0.21550080932775428	0.5114041946028868	-0.26352371802106395	-0.6107770332146214	-1.047477580357377	0.11625753708085916	0.41430590630443886	0.5438130908234396
PS607432_Lissencephaly	0.2506012411048462	0.4658487358704506	0.49869750310142164	0.18420290504599104	0.428482314664909	0.5262172656305686	0.02913798605990497	-0.930308996334239	0.3855091761845573	0.2710354458662481	0.5077426703084188	0.1799933562493808	0.47444879550920677	0.2995004372399443	-0.15798528115065857	-1.0936550233663827	0.08089366538154914	0.3779863366216888	-0.16144176628259505
180295_Rhabdomyosarcoma, Embryonal, 2	-0.05389844979494425	0.15650040862276016	0.18802905762214564	-0.12020604589114081	0.12045540632782487	0.21433120199438224	-0.277774090933758	-0.2812032482128102	0.07875903345455275	-0.033629280149346845	0.19668514206369217	-0.12443304716816811	0.9687541663077913	-0.6249921100489584	2.5799280475705677	-1.5226756690670888	-0.2247551506071694	0.07143250264556614	-0.47672288517139855
255125_Myopathy With Exercise Intolerance, Swedish Type	0.28631952906346775	0.5027413854313287	0.5358360573672376	0.21972041957562094	0.4651159592959168	0.5635746663936938	0.06449869228549907	-0.8867593199095728	0.4218728757077904	0.30683128190742515	0.5449518763451109	0.21550080932775428	0.5114041946028868	-0.26352371802106395	-0.6107770332146214	-0.6320543080427208	0.11625753708085916	0.41430590630443886	-0.12566543665244623
PS253310_Lethal congenital contracture syndrome	0.18437871603408287	0.3977790154416088	0.43022149965111006	0.1182489850491126	0.3608361080257755	0.45737695071639295	-0.03677072204096334	-1.0130218076098392	0.3182979485249791	0.20470086193624307	0.4391493099583269	0.11405149037594195	0.4062757477459184	-0.36856319032325735	-0.2549980642388646	-0.01925167214069078	0.015061583321979155	0.3108454243948669	-0.22842960074638377
PS158810_Bethlem myopathy	0.12401227268372012	0.3361085052127854	0.36823773379236807	0.05800816280911025	0.2994864409362711	0.3951087608365526	-0.09725279661769057	-1.0906876153107161	0.25726943054181534	0.14426875986389004	0.37707425010583884	0.053814062913339976	0.34452601756351636	0.11747796367676408	-0.34438955745460925	-0.8926016194126547	-0.04525573024811384	0.24986777033467097	1.5064720728734113
254940_Carey-fineman-ziter Syndrome	0.21668206157278866	0.4309294322088024	0.4635619838227031	0.1504382552624697	0.39378920651571897	0.4908883689334126	-0.004563350034779606	-0.9723521726065039	0.3510495783093127	0.23705368216092468	0.4725448110004001	0.1462359600860804	0.43947443939217895	-0.3349813532978842	0.7548949641415805	-1.1382946687365962	0.047218084336679005	0.34356463562252104	-0.19564536453437614
270200_Sjogren-larsson Syndrome	0.28631952906346775	0.5027413854313287	0.5358360573672376	0.21972041957562094	0.4651159592959168	0.5635746663936938	0.06449869228549907	-0.8867593199095728	0.4218728757077904	0.30683128190742515	0.5449518763451109	0.21550080932775428	0.5114041946028868	-0.26352371802106395	-0.6107770332146214	-0.6320543080427208	0.11625753708085916	0.41430590630443886	-0.12566543665244623
158901_Facioscapulohumeral Muscular Dystrophy 2	0.12401227268372012	0.3361085052127854	0.36823773379236807	0.05800816280911025	0.2994864409362711	0.3951087608365526	-0.09725279661769057	-0.6943585335129646	0.25726943054181534	0.14426875986389004	0.37707425010583884	0.053814062913339976	0.34452601756351636	-0.43206792888709816	1.4614916350947227	-1.2642343075237714	-0.04525573024811384	0.24986777033467097	-0.2902503645500202
PS163950_Noonan syndrome	0.6070547614145804	0.1343289775987282	0.16581670944892046	-0.14250058431274554	2.403307582960683	0.19207627914021957	-0.3005244027365261	-1.3638844398427603	0.05664083559012166	-0.055791732468834315	0.17445962681339358	-0.1467362067514832	0.142587944226249	-0.649657079450673	-1.0404182081064928	-1.5564512833356947	0.36302755017630794	0.049315799194625	4.192462468859423
PS115200_Dilated cardiomyopathy	-0.37978681996441643	-0.16425388905084584	-0.13258598898654947	0.0821097982342067	-0.20065745768745655	-0.1062911785597749	-0.6171633364215806	0.7001404934506512	0.3641615250448873	0.2042105488309451	-0.12391996374449127	0.07617310450803129	0.4876720864556024	-0.6115865206960059	-1.4460544110971583	1.892781395543439	-0.06405889619091193	-0.25051210941088026	-0.8347184717186202
PS149400_Hyperekplexia	0.28631952906346775	0.5027413854313287	0.5358360573672376	0.21972041957562094	0.4651159592959168	0.5635746663936938	0.06449869228549907	-0.8867593199095728	0.4218728757077904	0.30683128190742515	0.5449518763451109	0.21550080932775428	0.5114041946028868	-0.26352371802106395	-0.6107770332146214	-1.047477580357377	0.11625753708085916	0.41430590630443886	0.5438130908234396
212138_Carnitine-acylcarnitine Translocase Deficiency	0.28631952906346775	0.5027413854313287	0.5358360573672376	0.21972041957562094	0.4651159592959168	0.5635746663936938	0.06449869228549907	-0.44372960443778164	0.4218728757077904	0.30683128190742515	0.5449518763451109	0.21550080932775428	0.5114041946028868	-0.26352371802106395	-0.6107770332146214	-1.047477580357377	0.11625753708085916	0.41430590630443886	-0.12566543665244623
300100_Adrenoleukodystrophy	1.1065916467035928	0.4658487358704506	0.49869750310142164	0.18420290504599104	0.428482314664909	0.5262172656305686	0.02913798605990497	-0.930308996334239	0.3855091761845573	0.2710354458662481	0.5077426703084188	0.1799933562493808	0.47444879550920677	-0.300017039977745	-0.6505089044558009	-0.6882288439647896	0.08089366538154914	0.3779863366216888	-0.16144176628259505
PS313900_Thrombocytopenia	-0.007407891486929774	0.20312346169209294	0.2347622840127905	-0.07353852810875139	2.584214495552414	0.2611740410276342	0.3883180720561738	-1.2673758290210144	0.9085346538793528	0.7390223826090351	1.0918815752865596	-0.07775071254958192	1.0417112495153853	-0.5737427889717687	-0.9544192743838502	-1.4530111695135541	-0.17759817514799384	2.4562341680028084	-0.42737525680751964
617493_Neurodevelopmental Disorder With Involuntary Movements	0.2506012411048462	0.4658487358704506	0.49869750310142164	0.18420290504599104	0.428482314664909	0.5262172656305686	0.02913798605990497	-0.930308996334239	0.3855091761845573	0.2710354458662481	0.5077426703084188	0.1799933562493808	0.47444879550920677	-0.300017039977745	-0.6505089044558009	-0.6882288439647896	0.08089366538154914	0.3779863366216888	0.49192587023336504
164300_Oculopharyngeal Muscular Dystrophy	-0.05389844979494425	0.15650040862276016	0.18802905762214564	-0.12020604589114081	0.12045540632782487	0.21433120199438224	-0.277774090933758	-0.2812032482128102	0.07875903345455275	-0.033629280149346845	0.19668514206369217	-0.12443304716816811	0.1647690340072966	-0.6249921100489584	1.7816327538215628	-0.5369874837764873	-0.2247551506071694	0.07143250264556614	-0.47672288517139855
270400_Smith-lemli-opitz Syndrome	0.2506012411048462	0.4658487358704506	0.49869750310142164	0.18420290504599104	0.428482314664909	0.5262172656305686	0.02913798605990497	-0.4979407183022469	0.3855091761845573	0.2710354458662481	0.5077426703084188	0.1799933562493808	0.47444879550920677	-0.300017039977745	-0.6505089044558009	-0.6882288439647896	0.08089366538154914	0.3779863366216888	-0.16144176628259505
308300_Incontinentia Pigmenti	0.28631952906346775	0.5027413854313287	0.5358360573672376	0.21972041957562094	0.4651159592959168	0.5635746663936938	0.06449869228549907	-0.8867593199095728	1.3809002454607597	0.30683128190742515	0.5449518763451109	0.21550080932775428	0.5114041946028868	-0.26352371802106395	-0.6107770332146214	-1.047477580357377	0.11625753708085916	0.41430590630443886	-0.12566543665244623
205400_Tangier Disease	-0.031023300679286003	0.17941323185231683	0.21099195300763252	0.577116012549486	0.1433250416864349	0.23734457682987092	0.3541809735925103	-0.9442474719877378	0.8722117278044358	-0.010773111398443669	0.21966377925233735	-0.10145434715479067	0.1876938830003512	2.855591686763143	-0.9837481068334976	-1.1544015405900996	-0.2015298691734374	0.09426766070171408	-0.45238711864171705
PS601198_Hypocalcemia	-0.11856643688438004	0.09201348867672125	0.12344381998290276	-0.1852348880272897	0.05604119406182866	0.14963935601448644	1.3741844485492942	0.9205429605625742	0.014375700806366321	-0.09821597881290355	0.13206727915139033	-0.18948980460090187	0.10025945270728742	-0.6972609278711351	-1.0946927145800704	-0.05108062313177469	-0.2906452610680298	0.00704867071615908	-0.03974163733572599
PS601678_Bartter syndrome	0.21668206157278866	0.4309294322088024	0.4635619838227031	0.9506686382972875	0.39378920651571897	0.4908883689334126	-0.004563350034779606	-0.5499095334438979	0.3510495783093127	0.23705368216092468	0.4725448110004001	0.1462359600860804	0.43947443939217895	-0.3349813532978842	-0.6887561304252485	-0.7421756333818597	0.047218084336679005	0.34356463562252104	-0.19564536453437614
