Unnamed: 0	cd8-positive alpha-beta t cell	cd4-positive alpha-beta t cell	adventitial cell	alveolar fibroblast	b cell	basal cell	basophil	bronchial smooth muscle cell	bronchial vessel endothelial cell	capillary endothelial cell	classical monocyte	club cell	dendritic cell	endothelial cell of artery	endothelial cell of lymphatic vessel	fibroblast	intermediate monocyte	lung ciliated cell	lung microvascular endothelial cell	macrophage	mesothelial cell	myofibroblast cell	neutrophil	nk cell	non-classical monocyte	pericyte cell	plasma cell	plasmacytoid dendritic cell	pulmonary ionocyte	respiratory goblet cell	respiratory mucous cell	smooth muscle cell	type i pneumocyte	type ii pneumocyte	vascular associated smooth muscle cell	vein endothelial cell
601200_Pleuropulmonary Blastoma	0.6123810360603242	0.4945560972077226	0.1415467329687788	-0.13594833354550495	-0.3764635619670958	0.39766706730286155	0.6914196547296624	0.545473806316326	0.9039927592586329	0.42642861681427263	0.44431345955276114	0.30588476363935413	0.5561556844187839	-0.05683654695099419	-0.1424112088228587	-0.29452921287903816	0.46581881694912397	0.15709744777027299	0.30833793107830826	0.4784343483594968	1.165318491035594	-0.5365501358522634	-0.12790207331089343	0.18109999774121865	0.9548721029833437	0.27478858021476166	-0.0869001486470636	0.40902044678750177	0.9682230425474112	0.7278158488840526	0.5349652532368607	-0.2015862980649442	-1.0855153045422397	-1.4332853890678765	-0.36849871930588873	0.5011185544902427
612387_Sarcoidosis, Susceptibility To, 2	0.6906372941792128	0.570599608338746	1.043213376976814	-1.113206464609884	-0.30215467313493977	0.47220887847803833	1.9660657569978397	0.6224232542635997	0.9893300982421644	0.5013850289507109	0.519541095212811	0.3792860421522301	0.6333050336594163	0.014955689167542224	-0.07030107919183894	-0.22120588428087687	0.5413860127358613	0.22926567550342308	0.381766004577585	0.5542074889683776	0.3645992875619086	-0.854499432139732	-0.05586456570227888	0.2534141652951251	1.0416494459045094	0.3478681100613869	-0.015026601652658036	0.48372271884802404	1.0553872149728172	0.808619491172662	0.6117213440875139	-0.12910156788531105	-1.3123413677135236	-1.3304824178084875	-0.29429551105611373	0.5772744131707723
618278_Fibrosis, Neurodegeneration, And Cerebral Angiomatosis	0.7117716002081085	0.5910936939016427	0.23291982307173198	-1.0884139365090872	-0.2824927603656008	0.4922612931434185	0.7930045056182793	0.6431805931533998	1.012476950363344	0.5215602368527835	0.5397962373069954	0.3989952920334141	0.6541202264654837	0.03408187422603218	-0.05112639636703654	-0.20177211087349584	0.5617408532899164	0.24858290136970543	0.4014834424997622	0.5746226157432107	0.38426115972079594	-0.400945699325641	-0.03670310002752443	0.2727805014326162	1.0652019953632896	0.3674783443817942	0.004108520378470816	0.503822751694906	1.0790486128687444	0.8304822669635691	0.6324226482205688	-0.10985206274481389	-1.2857031810562396	-1.303668104423602	-0.2746584096350725	0.5978012506601099
193670_Whim Syndrome	0.5593336688589622	0.44286146401113	0.09206395217928295	-1.2752347883124815	-0.42823824216857787	0.34686568729968414	0.6373122270062449	0.493229263114172	0.8464913174489748	0.37538356702513603	0.393107643226551	0.25573515347378906	0.5037889890667038	-0.1064082711817492	-0.19232740653317634	-0.34550450943598443	0.4144104306045301	0.10757988827730731	0.25817344347579896	0.42690247608486037	0.24128812241286174	-1.0020359234485094	-0.17774695918294672	2.4815882087319125	0.8964525469750264	0.22481521453587086	1.8212443029510768	3.10008011928992	0.9095563886807455	0.6731815717453101	0.48283860494668024	-0.25184739190980676	-1.4869151359992194	-1.5062497839495155	-0.4201888847936677	0.44935608881689854
PS609060_Combined oxidative phosphorylation deficiency	0.7005997097514911	0.537763800293028	1.0788612144715073	-1.4575768654315193	-0.6979195829457253	-0.21235307959380811	0.06424519887421734	-0.07038693558513338	0.2517175856240102	1.698087006019994	-0.16690376492000375	-0.30360408593422306	-0.06035332851751261	1.570162551795118	-0.7866725994731131	-0.9650083723282902	-0.14615439464551977	-0.4569074912391997	1.4377137884868776	-0.13404129038336943	-0.31827993803512256	-1.5279383955221155	-0.7700390689210199	2.22612186780187	0.2952494737802632	1.3646770995086672	0.6051326619544749	0.41897347265736073	0.3065941178734988	0.8593039694858212	0.5937109593304776	0.3751367524112568	-1.3730505138621003	-1.4074004360004873	0.049452084101031704	7.139115251036292
PS309800_Microphthalmia, syndromic	0.6906372941792128	0.570599608338746	0.2136314655177047	-1.113206464609884	-0.30215467313493977	0.47220887847803833	0.771381669237184	0.6224232542635997	0.9893300982421644	0.5013850289507109	0.519541095212811	1.3070885209690002	0.6333050336594163	0.014955689167542224	-0.07030107919183894	-0.22120588428087687	0.5413860127358613	0.22926567550342308	0.381766004577585	0.5542074889683776	0.3645992875619086	-0.854499432139732	-0.05586456570227888	0.2534141652951251	1.0416494459045094	0.3478681100613869	-0.015026601652658036	0.48372271884802404	1.0553872149728172	0.808619491172662	0.6117213440875139	-0.12910156788531105	-1.3123413677135236	-1.3304824178084875	-0.29429551105611373	1.6342635314740566
PS191100_Tuberous sclerosis	-0.7840837905869289	-0.9137833453071066	1.4271382264133674	-3.4767720765508145	-1.9728580612432187	0.07814129761430755	-0.7019159927755714	-0.4503454805611823	-0.49813359409900193	-0.9929780491927512	-0.9718784888400948	-0.10184371580010082	-0.4357396047960657	-1.3835039189192098	-1.024097052948236	-0.8916978279416211	-0.946801034957414	-1.3390342917752047	-1.1380290429935291	-0.5434148236415117	-0.8166906806257177	-1.5654012870651735	-1.7668138543169596	-1.3059542228733692	-0.4527095555906183	1.8717917493690623	-0.9059003864229394	-0.6424170454309921	-0.4409859764790457	-0.6653053795587558	-0.8682902718802508	5.723514969079753	2.4752326238391777	6.229975620565856	1.56677058623956	-0.9063215239660953
617478_Structural Heart Defects And Renal Anomalies Syndrome	0.7117716002081085	0.5910936939016427	0.23291982307173198	-1.0884139365090872	-0.2824927603656008	0.4922612931434185	0.7930045056182793	0.6431805931533998	1.012476950363344	0.5215602368527835	0.5397962373069954	0.3989952920334141	0.6541202264654837	0.03408187422603218	-0.05112639636703654	-0.20177211087349584	0.5617408532899164	0.24858290136970543	0.4014834424997622	0.5746226157432107	0.38426115972079594	-0.8318201307671228	-0.03670310002752443	0.2727805014326162	1.0652019953632896	0.3674783443817942	0.004108520378470816	0.503822751694906	1.0790486128687444	0.8304822669635691	0.6324226482205688	-0.10985206274481389	-1.2857031810562396	-1.303668104423602	0.32313306681385373	0.5978012506601099
PS308230_Immunodeficiency with hyper-IgM	0.40856737402164656	0.2952441397894582	-0.05149588298982008	-1.4796182572549748	4.7866569799193455	0.2011978305893089	0.4839877826454317	0.3443523804752461	0.6847008483724311	0.2291997835914832	1.0931833371115922	0.11134622630015278	0.3546280413982759	-0.2515780979732894	-0.33908575883032305	-0.49639147774742326	0.26743355213980696	0.6612586479374802	0.11375776061968017	0.27965079768879864	0.09704918487132684	-1.1866544696479204	-0.3241982820027087	-0.012066356737562496	0.7323268528688239	0.08072939681579877	2.6700555382339153	0.21226001243668102	0.7447998693973418	0.518566086609247	1.2329017491491148	-0.4000158260034864	-1.708177286481325	-1.729110293655556	-0.5736671982059479	0.30158531258961024
PS268310_Robinow syndrome	0.7117716002081085	0.5910936939016427	0.23291982307173198	-1.0884139365090872	-0.2824927603656008	0.4922612931434185	0.7930045056182793	0.6431805931533998	1.012476950363344	0.5215602368527835	0.5397962373069954	0.3989952920334141	0.6541202264654837	0.03408187422603218	0.6420574861945579	-0.20177211087349584	0.5617408532899164	0.24858290136970543	0.4014834424997622	0.5746226157432107	0.38426115972079594	-0.8318201307671228	-0.03670310002752443	0.2727805014326162	1.0652019953632896	0.3674783443817942	0.004108520378470816	0.503822751694906	1.0790486128687444	0.8304822669635691	0.6324226482205688	-0.10985206274481389	-1.2857031810562396	-1.303668104423602	-0.2746584096350725	0.5978012506601099
208530_Asplenia With Cardiovascular Anomalies	0.6906372941792128	0.570599608338746	0.2136314655177047	-1.113206464609884	0.2847534170305059	0.47220887847803833	0.771381669237184	0.6224232542635997	0.9893300982421644	0.5013850289507109	0.519541095212811	0.3792860421522301	0.6333050336594163	0.014955689167542224	-0.07030107919183894	-0.22120588428087687	0.5413860127358613	0.22926567550342308	0.381766004577585	0.5542074889683776	0.3645992875619086	-0.854499432139732	0.6348443457332806	0.2534141652951251	1.0416494459045094	0.3478681100613869	-0.015026601652658036	0.48372271884802404	1.0553872149728172	0.808619491172662	0.6117213440875139	-0.12910156788531105	-1.3123413677135236	-1.3304824178084875	-0.29429551105611373	0.5772744131707723
PS300345_Microphthalmia, isolated, with coloboma	0.7117716002081085	0.5910936939016427	0.23291982307173198	-1.0884139365090872	-0.2824927603656008	0.4922612931434185	0.7930045056182793	0.6431805931533998	1.012476950363344	0.5215602368527835	0.5397962373069954	1.3392273775682708	0.6541202264654837	0.03408187422603218	-0.05112639636703654	-0.20177211087349584	0.5617408532899164	0.24858290136970543	0.4014834424997622	0.5746226157432107	0.38426115972079594	-0.8318201307671228	-0.03670310002752443	0.2727805014326162	1.0652019953632896	0.3674783443817942	0.004108520378470816	0.503822751694906	1.0790486128687444	0.8304822669635691	0.6324226482205688	-0.10985206274481389	-1.2857031810562396	-1.303668104423602	-0.2746584096350725	0.5978012506601099
PS265450_Pulmonary venoocclusive disease	0.21231626475784635	0.101420338469907	0.35782165594580484	-1.7781019152961703	-0.79812355492278	0.008495618369406717	0.28549932134159517	0.14961798048245326	1.467141275496097	2.2308172387270178	0.05343605803549408	-0.08106930103890714	0.1596755206656452	0.0760681469469833	-0.541873581243037	-0.7072414154510798	0.07402744640106497	-0.22962059691399536	3.300123535022554	0.08607000554799944	-0.09539269449223381	0.7102441890285739	-0.52633567844321	-0.205367210016575	0.5232732338360346	0.5487996664179371	-0.48265155770168144	0.01946903114559452	0.5350968181241376	0.3188928936849611	0.13970563506643954	-0.12753627973946394	-1.781578341053569	-1.3074232304128448	2.2132553999190763	3.950510738510178
253300_Spinal Muscular Atrophy, Type I	0.5942107344778306	0.4768628750059751	0.9046178302052456	-1.2308107704085902	-0.39406709140897384	0.38029143913848035	0.6728772787678016	0.5275862374188544	0.8842645440532912	0.40896603932553444	0.42679366188510853	4.650286103977004	0.5382250294819342	-0.07373184336216788	-0.15941246996852285	-0.3118711737197166	0.44822705870885743	0.14019188681930844	0.29119146786279354	0.46079878957844883	0.2742424623981757	-0.9616974035330877	-0.1448809673282259	0.16416889784498717	0.934823996239531	1.1118295177709179	-0.10382553368905882	0.391611248107566	0.9480888873851203	0.7090889398022578	0.5171192954695146	-0.21869721380278567	-1.4389718444857462	-1.4579722295550759	-0.3860745007450869	0.48340132141309655
615688_Vasculitis, Autoinflammation, Immunodeficiency, And Hematologic Defects Syndrome	0.6906372941792128	0.570599608338746	0.2136314655177047	-1.113206464609884	-0.30215467313493977	0.47220887847803833	0.771381669237184	0.6224232542635997	0.9893300982421644	0.5013850289507109	1.5376112561256179	0.3792860421522301	0.6333050336594163	0.014955689167542224	-0.07030107919183894	-0.22120588428087687	1.5740657672450127	0.22926567550342308	0.381766004577585	0.5542074889683776	0.3645992875619086	-0.854499432139732	-0.05586456570227888	0.2534141652951251	1.0416494459045094	0.3478681100613869	-0.015026601652658036	0.48372271884802404	1.0553872149728172	0.808619491172662	0.6117213440875139	-0.12910156788531105	-1.3123413677135236	-1.3304824178084875	-0.29429551105611373	0.5772744131707723
192430_Velocardiofacial Syndrome	4.588916014814337	5.757836623270916	-0.182415012900142	-1.6783623243291055	-0.2812200135288748	0.07058331100147694	0.34889980712766694	0.21207938233466866	0.5436826092520447	0.09836243964492154	0.8886418725498896	2.094671299064702	0.22218717632717674	-0.3857184673519228	2.121598209750804	-0.16811925138612474	0.13621139935793855	-0.1667545677152638	-0.016487107584473238	0.1482862584047532	-0.033181872982047736	-1.3648620302218835	-0.4601413702097696	1.798917779530254	0.5896048507192752	-0.04950590524237656	0.1220684329593341	0.8366781780797633	0.6016141737358343	0.38260865112792697	0.20212056054453378	-0.03886779846221922	-1.9242689421809236	-1.9468384667085616	-0.27025922283219556	0.16994175361015362
PS300291_Ectodermal dysplasia and immune deficiency	0.6906372941792128	0.570599608338746	0.2136314655177047	-1.113206464609884	-0.30215467313493977	0.47220887847803833	0.771381669237184	0.6224232542635997	0.9893300982421644	0.5013850289507109	0.519541095212811	0.3792860421522301	0.6333050336594163	0.014955689167542224	-0.07030107919183894	-0.22120588428087687	0.5413860127358613	0.22926567550342308	0.381766004577585	0.5542074889683776	0.3645992875619086	-0.854499432139732	0.6348443457332806	0.2534141652951251	1.0416494459045094	0.3478681100613869	0.6950175209939817	0.48372271884802404	1.0553872149728172	0.808619491172662	0.6117213440875139	-0.12910156788531105	-1.3123413677135236	-1.3304824178084875	-0.29429551105611373	0.5772744131707723
PS214100_Peroxisome biogenesis disorder	0.49476096682547654	0.37976683982797604	0.031121681896150645	-1.3602607967737128	-0.4928682710233246	0.28471560999818285	0.5715593157069381	1.3880302595658258	0.776892941915677	0.31297967219473016	0.33053448706453614	0.19423949825593165	0.43996507951390423	1.7471584578612767	-0.2542738007088021	-0.4090111359691881	0.35162230212133117	0.046620266450501796	0.19666344088230497	0.363982486503816	0.17987385799989958	-1.0790245375443224	-0.23958126258564583	0.07051604695910146	0.8258030119410523	0.16348616859611534	-0.1981246650462033	0.2958775425124161	0.8386233835702329	0.6068373378153115	0.4192765200508322	2.581872133662071	-1.2742374141254382	-1.2963603220471496	0.03492288192645679	1.317274185322735
PS180849_Rubinstein-Taybi syndrome	0.7117716002081085	0.5910936939016427	0.23291982307173198	-1.0884139365090872	-0.2824927603656008	0.4922612931434185	0.7930045056182793	0.6431805931533998	1.012476950363344	0.5215602368527835	0.5397962373069954	0.3989952920334141	0.6541202264654837	0.03408187422603218	-0.05112639636703654	0.4251532791940557	0.5617408532899164	0.24858290136970543	0.4014834424997622	0.5746226157432107	0.38426115972079594	-0.8318201307671228	-0.03670310002752443	0.2727805014326162	1.0652019953632896	0.3674783443817942	0.004108520378470816	0.503822751694906	1.0790486128687444	0.8304822669635691	0.6324226482205688	-0.10985206274481389	-1.2857031810562396	-1.303668104423602	-0.2746584096350725	0.5978012506601099
PS162400_Hereditary sensory and autonomic neuropathy	0.5942107344778306	0.4768628750059751	0.12465511945965421	-1.2308107704085902	-0.39406709140897384	0.38029143913848035	1.7961045655531576	0.5275862374188544	0.8842645440532912	0.40896603932553444	1.3839707066908795	1.1610521830415128	0.5382250294819342	-0.07373184336216788	-0.15941246996852285	1.4330352466523202	0.44822705870885743	0.14019188681930844	0.29119146786279354	0.46079878957844883	0.2742424623981757	-0.9616974035330877	-0.1448809673282259	0.16416889784498717	0.934823996239531	0.2577117916442852	-0.10382553368905882	0.391611248107566	0.9480888873851203	0.7090889398022578	0.5171192954695146	-0.21869721380278567	-1.4389718444857462	-1.4579722295550759	0.1685317314186357	0.48340132141309655
PS156200_Mental retardation, autosomal dominant	0.6310765039593864	0.512746035708856	0.15886491991573876	-1.1849602501562948	-0.35849098362513643	0.41551781353209405	0.7105075331045081	0.563870101838755	0.9243256226429407	0.4443725475888189	0.4623185635654436	1.21676615630851	0.5745976412491899	-0.039543174823284344	-0.12502165490944622	-0.2768126864078183	1.4781601627002734	0.17443215833958836	0.3259411298491702	0.4965629137776456	0.3089159769206363	-0.5106169125644701	-0.11053333365599265	0.19846432004403047	0.9755398815647115	0.2923155946038737	-0.06958029642626008	0.4269072067506523	0.9889808624943249	0.747097942230969	0.5533174228018313	-0.18409297970291594	-1.3895506471593113	-1.0776275016952979	0.21738892946300678	0.5193340268594894
251260_Nijmegen Breakage Syndrome	1.4956073011158602	1.3068447135256824	0.031121681896150645	-1.3602607967737128	2.092124116974715	1.1540727748838693	0.5715593157069381	0.4295387545880137	0.776892941915677	0.31297967219473016	0.33053448706453614	1.0115266972212689	0.43996507951390423	-0.16778766633904707	-0.2542738007088021	1.2258344640416579	0.35162230212133117	0.046620266450501796	0.19666344088230497	0.363982486503816	0.17987385799989958	-1.0790245375443224	-0.23958126258564583	0.07051604695910146	0.8258030119410523	0.16348616859611534	-0.1981246650462033	0.2958775425124161	0.8386233835702329	0.6068373378153115	0.4192765200508322	0.2649202101162701	-1.5788315493811278	-1.5988195751469663	-0.48470129264568795	0.38618842562890315
PS147060_Hyper-IgE recurrent infection syndrome	0.4795764935825456	0.3649022202653484	0.016674377618483668	-1.053184913312851	0.0034853879909695264	0.27004962222862616	1.597945024432938	0.4145460990379485	0.760591810793382	0.29826103618439526	1.203593026552102	0.17970454748862064	0.424943568964837	-0.18239184561030777	-0.26903559954653933	-0.4241844015589653	0.33682285812579515	0.0321729906550543	0.18212573504859803	0.3491550698950527	0.16535437193679023	-1.0975749178167402	2.7573664099652286	0.7993207007715817	0.809265622213721	0.14898251447419186	1.6448133779076362	0.28119142035518574	0.8220221823357334	0.5912626228117299	1.3467179458914906	-0.32921991548778734	-1.6010564807366854	-1.6212048337768492	-0.5001333709940499	0.3713081981950542
617180_Chitayat Syndrome	0.5593336688589622	0.44286146401113	0.8545372047183337	-0.9299510196594033	-0.42823824216857787	0.34686568729968414	0.6373122270062449	0.493229263114172	0.8464913174489748	0.37538356702513603	0.393107643226551	1.1084834643584411	0.5037889890667038	-0.1064082711817492	-0.19232740653317634	-0.34550450943598443	0.4144104306045301	0.10757988827730731	0.25817344347579896	0.42690247608486037	0.24128812241286174	-0.6112521486041368	-0.17774695918294672	0.13151699394767724	0.8964525469750264	1.0597806708568387	-0.13657195664551014	0.3581250855951908	0.9095563886807455	0.6731815717453101	0.48283860494668024	0.3525230306619358	-1.4869151359992194	-1.5062497839495155	1.206321249179523	0.44935608881689854
PS607014_Mucopolysaccharidoses	-0.16458572589986858	-0.27660177414289366	8.174173722586653	-2.2534130757598443	-1.268263133985965	1.2837734295638552	3.2492178395360627	-0.22763172117946726	0.09469879481153785	-0.34352205698614746	-0.3257957025604515	-0.46605069187010484	-0.21746859644035807	-0.46378187853233055	-0.9719819879323698	6.1043991718201935	0.27298196531672797	-0.624966936847389	-0.4635028404387999	0.2901553602247064	0.03267878758018089	-0.8710897811832302	-0.954327610111585	-0.5987377340303254	0.1376498733810859	8.13965730656027	1.8751648442003737	-0.3608862043058431	0.14882009608502536	-0.05908757928188906	-0.23766686080079155	-0.6770641326380379	-2.784179367684331	-2.813759738189856	-0.2680003921958634	-0.27024097270840103
PS227650_Fanconi anemia	0.16410829998930562	0.7935976262743482	-0.2943175275261961	-1.8573930698327303	0.38403595040946303	2.042643865354475	0.23694284574454222	0.10160908329756123	0.4279832148400634	-0.011636684538188707	2.1533332144582817	1.8281916251534414	0.11164095274636264	0.007901204777600646	-0.1128336081759403	7.504038543278304	0.7523354842978941	-0.27843617903124745	-0.12673548387609368	0.03816745136974088	-0.1435276321740319	-1.524478224645725	-0.09238613056614109	1.5440437159284828	0.4727646761141181	-0.15996189316445023	-0.03455203446091284	-0.028426338624922314	0.48446033296286933	0.2701366459706682	0.09171968271063638	-0.6585437307062291	-2.1195759847082196	-2.1436768582469314	-0.8450934960726425	0.8030246669196055
PS614742_Pulmonary fibrosis and/or bone marrow failure, telomere-related	-4.025687240369713	-4.243835023436076	-4.930583709878659	22.035755473824715	-8.24359406894535	-4.320377030212745	-3.6605743274002536	-1.356829488989879	-2.4476383418011958	-3.2082685043895953	-4.153439706319424	-3.2712220186572187	-4.050956730926417	-6.275767131423016	-6.542372730469855	2.6857412590660297	-4.3372292850034535	-4.858353713602673	-0.6974352030847257	-1.947283386281049	-3.5720754603468943	9.339336517647922	-6.118668908527705	-5.495784351266611	-3.191163625623216	-4.561257430686824	-6.60505605659843	-4.5284175748955695	-3.1634183225295978	-2.950252489232617	-3.5745476138639285	-6.864840289633579	12.738157205370147	12.393119675877546	-7.384512189016221	-3.4281447718768114
