Disease\Phenotypic series accession (OMIM)	Disease\Phenotypic series name (OMIM)	Cell type	PrEDiCT score	Number of causal genes	Affected cell type (1=Yes, 0=No)
PS105400	Amyotrophic lateral sclerosis	mesenchymal stem cell	-0.18617380245630105	21	0
PS105400	Amyotrophic lateral sclerosis	mesothelial cell	-0.5632924558749	21	0
PS105400	Amyotrophic lateral sclerosis	pericyte cell	0.13381222112461	21	0
PS105400	Amyotrophic lateral sclerosis	skeletal muscle satellite stem cell	-0.10767506583002501	21	0
PS105400	Amyotrophic lateral sclerosis	slow muscle cell	-0.515425775827989	21	0
PS105400	Amyotrophic lateral sclerosis	smooth muscle cell	0.0951926249353181	21	0
PS105400	Amyotrophic lateral sclerosis	t cell	0.23387899048189603	21	0
PS105400	Amyotrophic lateral sclerosis	tendon cell	-0.29003852655687795	21	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	capillary endothelial cell	-0.179214026409242	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	cd4-positive, alpha-beta t cell	0.011380931487059999	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	cd8-positive, alpha-beta t cell	-0.42181744421036294	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	endothelial cell of artery	-0.5938971639970639	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	endothelial cell of lymphatic vessel	1.5518546598488798	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	endothelial cell of vascular tree	-0.185328870530158	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	erythrocyte	-1.8891229408947599	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	fast muscle cell	-1.3865933210695902	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	macrophage	1.5305253902479499	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	mast cell	-0.5024583256602321	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	mature nk t cell	0.763479493226818	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	mesenchymal stem cell	0.503434382186159	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	mesothelial cell	0.282407717594844	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	pericyte cell	-0.61329720216009	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	skeletal muscle satellite stem cell	0.541732962785482	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	slow muscle cell	-1.24410480052257	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	smooth muscle cell	-0.269943455002283	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	t cell	1.91497920296538	1	0
105500	Amyotrophic Lateral Sclerosis-parkinsonism/dementia Complex 1	tendon cell	0.185982810113779	1	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	capillary endothelial cell	0.38549443795233895	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	cd4-positive, alpha-beta t cell	-0.26719386449982	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	cd8-positive, alpha-beta t cell	-0.38454125584679105	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	endothelial cell of artery	0.329297754946077	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	endothelial cell of lymphatic vessel	-0.0933816551202327	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	endothelial cell of vascular tree	-0.0766059183453313	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	erythrocyte	-1.6767200103950899	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	fast muscle cell	-0.218397437426125	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	macrophage	0.776866239103587	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	mast cell	1.8558145936013999	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	mature nk t cell	-0.326628747935297	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	mesenchymal stem cell	-0.294597249380325	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	mesothelial cell	-0.416894558064515	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	pericyte cell	-0.106159142597955	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	skeletal muscle satellite stem cell	-0.16283392580131	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	slow muscle cell	-0.346737844902274	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	smooth muscle cell	-0.180166524032933	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	t cell	0.23387899048189603	5	0
PS105550	Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis	tendon cell	-0.444298432884955	5	0
105830	Angelman Syndrome	capillary endothelial cell	0.00308266410370225	1	0
105830	Angelman Syndrome	cd4-positive, alpha-beta t cell	-0.982905822159242	1	0
105830	Angelman Syndrome	cd8-positive, alpha-beta t cell	-0.00870790001707456	1	0
105830	Angelman Syndrome	endothelial cell of artery	-0.266078350181464	1	0
105830	Angelman Syndrome	endothelial cell of lymphatic vessel	0.161032470110103	1	0
105830	Angelman Syndrome	endothelial cell of vascular tree	0.405152231733526	1	0
105830	Angelman Syndrome	erythrocyte	-2.3168338469118197	1	0
105830	Angelman Syndrome	fast muscle cell	0.678263091609046	1	0
105830	Angelman Syndrome	macrophage	0.0415344965891267	1	0
105830	Angelman Syndrome	mast cell	-1.91975895664159	1	0
105830	Angelman Syndrome	mature nk t cell	0.352603275847129	1	0
105830	Angelman Syndrome	mesenchymal stem cell	-0.0569533571187358	1	0
105830	Angelman Syndrome	mesothelial cell	-0.739951916622805	1	0
105830	Angelman Syndrome	pericyte cell	0.33138290750562205	1	0
105830	Angelman Syndrome	skeletal muscle satellite stem cell	1.8220073017721998	1	0
105830	Angelman Syndrome	slow muscle cell	1.6090800721891299	1	0
105830	Angelman Syndrome	smooth muscle cell	0.550145871796451	1	0
105830	Angelman Syndrome	t cell	0.488449084198987	1	0
105830	Angelman Syndrome	tendon cell	-0.151543317802289	1	0
PS108120	Arthrogryposis, distal	capillary endothelial cell	-0.335131732111536	5	0
PS108120	Arthrogryposis, distal	cd4-positive, alpha-beta t cell	-0.328368742447783	5	0
PS108120	Arthrogryposis, distal	cd8-positive, alpha-beta t cell	-0.315406521857622	5	0
PS108120	Arthrogryposis, distal	endothelial cell of artery	-0.31500282662283396	5	0
PS108120	Arthrogryposis, distal	endothelial cell of lymphatic vessel	-0.238840681809143	5	0
PS108120	Arthrogryposis, distal	endothelial cell of vascular tree	-0.33258753745388897	5	0
PS108120	Arthrogryposis, distal	erythrocyte	-0.329053756036539	5	0
PS108120	Arthrogryposis, distal	fast muscle cell	3.12613939436243	5	1
PS108120	Arthrogryposis, distal	macrophage	-0.33338386189074104	5	0
PS108120	Arthrogryposis, distal	mast cell	-0.34356936226926094	5	0
PS108120	Arthrogryposis, distal	mature nk t cell	-0.34356936226926094	5	0
PS108120	Arthrogryposis, distal	mesenchymal stem cell	-0.319139417648561	5	0
PS108120	Arthrogryposis, distal	mesothelial cell	-0.24076545660562304	5	0
PS108120	Arthrogryposis, distal	pericyte cell	-0.23654059608027303	5	0
PS108120	Arthrogryposis, distal	skeletal muscle satellite stem cell	-0.326547582288145	5	0
PS108120	Arthrogryposis, distal	slow muscle cell	-0.125299871669069	5	0
PS108120	Arthrogryposis, distal	smooth muscle cell	-0.23671756458545104	5	0
PS108120	Arthrogryposis, distal	t cell	-0.33846278758517495	5	0
PS108120	Arthrogryposis, distal	tendon cell	-0.23622563014489603	5	0
PS160120	Episodic ataxia	capillary endothelial cell	-0.2685316329114455	2	0
PS160120	Episodic ataxia	cd4-positive, alpha-beta t cell	-0.27070275172797303	2	0
PS160120	Episodic ataxia	cd8-positive, alpha-beta t cell	-0.12218608999920458	2	0
PS160120	Episodic ataxia	endothelial cell of artery	-0.29164393383929	2	0
PS160120	Episodic ataxia	endothelial cell of lymphatic vessel	-0.1453930490577032	2	0
PS160120	Episodic ataxia	endothelial cell of vascular tree	-0.3044883637342265	2	0
PS160120	Episodic ataxia	erythrocyte	-0.365421056330673	2	0
PS160120	Episodic ataxia	fast muscle cell	-0.12177976028163551	2	0
PS160120	Episodic ataxia	macrophage	1.882329769143194	2	0
PS160120	Episodic ataxia	mast cell	-0.365421056330673	2	0
PS160120	Episodic ataxia	mature nk t cell	-0.25129647723519755	2	0
PS160120	Episodic ataxia	mesenchymal stem cell	-0.08223030122517247	2	0
PS160120	Episodic ataxia	mesothelial cell	-0.365421056330673	2	0
PS160120	Episodic ataxia	pericyte cell	0.2194833738559765	2	0
PS160120	Episodic ataxia	skeletal muscle satellite stem cell	-0.1954711567066825	2	0
PS160120	Episodic ataxia	slow muscle cell	-0.24832024370859965	2	0
PS160120	Episodic ataxia	smooth muscle cell	1.8473768042390595	2	0
PS160120	Episodic ataxia	t cell	-0.29609114760689254	2	0
PS160120	Episodic ataxia	tendon cell	-0.25479187021218747	2	0
PS108600	Spastic ataxia	capillary endothelial cell	-0.317479263087815	7	0
PS108600	Spastic ataxia	cd4-positive, alpha-beta t cell	-0.508045560732406	7	0
PS108600	Spastic ataxia	cd8-positive, alpha-beta t cell	-0.640978801918544	7	0
PS108600	Spastic ataxia	endothelial cell of artery	-0.316403015225093	7	0
PS108600	Spastic ataxia	endothelial cell of lymphatic vessel	-0.11580397791479699	7	0
PS108600	Spastic ataxia	endothelial cell of vascular tree	0.0632319088607871	7	0
PS108600	Spastic ataxia	erythrocyte	-1.22547367593372	7	0
PS108600	Spastic ataxia	fast muscle cell	0.29507410960777697	7	0
PS108600	Spastic ataxia	macrophage	-0.320906728875591	7	0
PS108600	Spastic ataxia	mast cell	-0.812288249440272	7	0
PS108600	Spastic ataxia	mature nk t cell	-0.6394533447305799	7	0
PS108600	Spastic ataxia	mesenchymal stem cell	0.18037339481375697	7	0
PS108600	Spastic ataxia	mesothelial cell	-0.640978801918544	7	0
PS108600	Spastic ataxia	pericyte cell	-0.0378486826264851	7	0
PS108600	Spastic ataxia	skeletal muscle satellite stem cell	1.07302508956512	7	0
PS108600	Spastic ataxia	slow muscle cell	0.598245419380057	7	0
PS108600	Spastic ataxia	smooth muscle cell	-0.174779165267189	7	0
PS108600	Spastic ataxia	t cell	-0.279020106886831	7	0
PS108600	Spastic ataxia	tendon cell	-0.383218005346744	7	0
PS164400	Spinocerebellar ataxia	capillary endothelial cell	-0.12459258251680204	10	0
PS164400	Spinocerebellar ataxia	cd4-positive, alpha-beta t cell	0.24402028451387453	10	0
PS164400	Spinocerebellar ataxia	cd8-positive, alpha-beta t cell	0.14653673021095448	10	0
PS164400	Spinocerebellar ataxia	endothelial cell of artery	-0.229921697998789	10	0
PS164400	Spinocerebellar ataxia	endothelial cell of lymphatic vessel	-0.243957666464589	10	0
PS164400	Spinocerebellar ataxia	endothelial cell of vascular tree	-0.2843558248324865	10	0
PS164400	Spinocerebellar ataxia	erythrocyte	-1.020709450625272	10	0
PS164400	Spinocerebellar ataxia	fast muscle cell	-0.6762432074239776	10	0
PS164400	Spinocerebellar ataxia	macrophage	-0.2777182855750605	10	0
PS164400	Spinocerebellar ataxia	mast cell	-0.5202667034989625	10	0
PS164400	Spinocerebellar ataxia	mature nk t cell	0.32408334878628003	10	0
PS164400	Spinocerebellar ataxia	mesenchymal stem cell	-0.202746642754646	10	0
PS164400	Spinocerebellar ataxia	mesothelial cell	-0.28058230643770654	10	0
PS164400	Spinocerebellar ataxia	pericyte cell	0.0447417673399525	10	0
PS164400	Spinocerebellar ataxia	skeletal muscle satellite stem cell	0.10591624626445745	10	0
PS164400	Spinocerebellar ataxia	slow muscle cell	-0.653148489382706	10	0
PS164400	Spinocerebellar ataxia	smooth muscle cell	-0.247899811183906	10	0
PS164400	Spinocerebellar ataxia	t cell	0.6039192585578245	10	0
PS164400	Spinocerebellar ataxia	tendon cell	-0.211202764550295	10	0
109400	Basal Cell Nevus Syndrome	capillary endothelial cell	0.655424576189218	2	0
109400	Basal Cell Nevus Syndrome	cd4-positive, alpha-beta t cell	-0.15955613967162302	2	0
109400	Basal Cell Nevus Syndrome	cd8-positive, alpha-beta t cell	0.339306431368099	2	0
109400	Basal Cell Nevus Syndrome	endothelial cell of artery	1.7548905660624645	2	0
109400	Basal Cell Nevus Syndrome	endothelial cell of lymphatic vessel	0.10189733367772208	2	0
109400	Basal Cell Nevus Syndrome	endothelial cell of vascular tree	-0.29505848970658954	2	0
109400	Basal Cell Nevus Syndrome	erythrocyte	-1.246292757942165	2	0
109400	Basal Cell Nevus Syndrome	fast muscle cell	-0.5990689743332702	2	0
109400	Basal Cell Nevus Syndrome	macrophage	-0.021314415420044863	2	0
109400	Basal Cell Nevus Syndrome	mast cell	-0.48332708932992297	2	0
109400	Basal Cell Nevus Syndrome	mature nk t cell	0.7627385505027985	2	0
109400	Basal Cell Nevus Syndrome	mesenchymal stem cell	0.013901016603515004	2	0
109400	Basal Cell Nevus Syndrome	mesothelial cell	-0.6848253490743585	2	0
109400	Basal Cell Nevus Syndrome	pericyte cell	0.07159853385680001	2	0
109400	Basal Cell Nevus Syndrome	skeletal muscle satellite stem cell	-0.475166851309238	2	0
109400	Basal Cell Nevus Syndrome	slow muscle cell	-1.246292757942165	2	0
109400	Basal Cell Nevus Syndrome	smooth muscle cell	1.1690274884694736	2	0
109400	Basal Cell Nevus Syndrome	t cell	0.24403887342916136	2	0
109400	Basal Cell Nevus Syndrome	tendon cell	0.09807945457011952	2	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	capillary endothelial cell	0.26732633888540497	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	cd4-positive, alpha-beta t cell	-0.0108706418713798	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	cd8-positive, alpha-beta t cell	-1.3632525819611898	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	endothelial cell of artery	0.18752104391943802	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	endothelial cell of lymphatic vessel	-0.38651991857974394	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	endothelial cell of vascular tree	0.401233623352243	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	erythrocyte	-1.3632525819611898	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	fast muscle cell	-0.960139302787728	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	macrophage	0.575820775147369	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	mast cell	-1.3632525819611898	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	mature nk t cell	0.0601455975749134	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	mesenchymal stem cell	1.2692676136358898	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	mesothelial cell	-0.348345277161773	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	pericyte cell	0.7303107472609681	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	skeletal muscle satellite stem cell	0.840294167138307	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	slow muscle cell	-1.3632525819611898	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	smooth muscle cell	1.22973569790174	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	t cell	-0.45285001248191603	1	0
112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma	tendon cell	2.05007987591102	1	1
113000	Brachydactyly, Type B1	capillary endothelial cell	-0.25158199377454	1	0
113000	Brachydactyly, Type B1	cd4-positive, alpha-beta t cell	0.107436081387337	1	0
113000	Brachydactyly, Type B1	cd8-positive, alpha-beta t cell	-0.323623324631377	1	0
113000	Brachydactyly, Type B1	endothelial cell of artery	-0.323623324631377	1	0
113000	Brachydactyly, Type B1	endothelial cell of lymphatic vessel	-0.323623324631377	1	0
113000	Brachydactyly, Type B1	endothelial cell of vascular tree	-0.30800094055724	1	0
113000	Brachydactyly, Type B1	erythrocyte	-0.323623324631377	1	0
113000	Brachydactyly, Type B1	fast muscle cell	-0.23502770367137696	1	0
113000	Brachydactyly, Type B1	macrophage	-0.29522246755405607	1	0
113000	Brachydactyly, Type B1	mast cell	-0.323623324631377	1	0
113000	Brachydactyly, Type B1	mature nk t cell	-0.323623324631377	1	0
113000	Brachydactyly, Type B1	mesenchymal stem cell	0.192916784198695	1	0
113000	Brachydactyly, Type B1	mesothelial cell	4.05806594949093	1	1
113000	Brachydactyly, Type B1	pericyte cell	-0.303070925037425	1	0
113000	Brachydactyly, Type B1	skeletal muscle satellite stem cell	-0.29751422554405604	1	0
113000	Brachydactyly, Type B1	slow muscle cell	-0.323623324631377	1	0
113000	Brachydactyly, Type B1	smooth muscle cell	-0.323623324631377	1	0
113000	Brachydactyly, Type B1	t cell	-0.323623324631377	1	0
113000	Brachydactyly, Type B1	tendon cell	0.24460936274412098	1	0
114290	Campomelic Dysplasia	capillary endothelial cell	-0.44760222045355896	1	0
114290	Campomelic Dysplasia	cd4-positive, alpha-beta t cell	-0.515406516174024	1	0
114290	Campomelic Dysplasia	cd8-positive, alpha-beta t cell	-0.515406516174024	1	0
114290	Campomelic Dysplasia	endothelial cell of artery	-0.46640503669770206	1	0
114290	Campomelic Dysplasia	endothelial cell of lymphatic vessel	-0.515406516174024	1	0
114290	Campomelic Dysplasia	endothelial cell of vascular tree	-0.411307064384255	1	0
114290	Campomelic Dysplasia	erythrocyte	-0.515406516174024	1	0
114290	Campomelic Dysplasia	fast muscle cell	-0.42386210604547203	1	0
114290	Campomelic Dysplasia	macrophage	-0.486508620652868	1	0
114290	Campomelic Dysplasia	mast cell	-0.515406516174024	1	0
114290	Campomelic Dysplasia	mature nk t cell	-0.515406516174024	1	0
114290	Campomelic Dysplasia	mesenchymal stem cell	2.32782728517425	1	1
114290	Campomelic Dysplasia	mesothelial cell	-0.515406516174024	1	0
114290	Campomelic Dysplasia	pericyte cell	0.0964083512109488	1	0
114290	Campomelic Dysplasia	skeletal muscle satellite stem cell	2.3037099189983903	1	1
114290	Campomelic Dysplasia	slow muscle cell	-0.0207319547635284	1	0
114290	Campomelic Dysplasia	smooth muscle cell	-0.351373388193684	1	0
114290	Campomelic Dysplasia	t cell	-0.515406516174024	1	0
114290	Campomelic Dysplasia	tendon cell	2.0030969651996697	1	1
PS115150	Cardiofaciocutaneous syndrome	capillary endothelial cell	0.21135868400719002	1	0
PS115150	Cardiofaciocutaneous syndrome	cd4-positive, alpha-beta t cell	0.658133037731036	1	0
PS115150	Cardiofaciocutaneous syndrome	cd8-positive, alpha-beta t cell	0.641766533120157	1	0
PS115150	Cardiofaciocutaneous syndrome	endothelial cell of artery	-0.24922321527504998	1	0
PS115150	Cardiofaciocutaneous syndrome	endothelial cell of lymphatic vessel	-0.22720422853751399	1	0
PS115150	Cardiofaciocutaneous syndrome	endothelial cell of vascular tree	0.24829049777538198	1	0
