Disease\Phenotypic series accession (OMIM)	Disease\Phenotypic series name (OMIM)	Cell type	PrEDiCT score	Number of causal genes	Affected cell type (1=Yes, 0=No)
140700	Heinz Body Anemias	erythroid progenitor	0.11210564266932599	3	0
140700	Heinz Body Anemias	granulocyte	-0.274738148225419	3	0
140700	Heinz Body Anemias	hematopoietic stem cell	-0.27591230372800896	3	0
140700	Heinz Body Anemias	macrophage	-0.27612667591697904	3	0
140700	Heinz Body Anemias	memory b cell	-0.27524735404353	3	0
140700	Heinz Body Anemias	monocyte	-0.274660209375178	3	0
140700	Heinz Body Anemias	myeloid progenitor	-0.273405770427002	3	0
140700	Heinz Body Anemias	naive b cell	-0.27528686165958	3	0
140700	Heinz Body Anemias	nampt neutrophil	-0.273972618438033	3	0
140700	Heinz Body Anemias	neutrophil	-0.27340391867671104	3	0
140700	Heinz Body Anemias	nk cell	-0.274779076477647	3	0
140700	Heinz Body Anemias	plasma cell	-0.27616562954398	3	0
141749	Fetal Hemoglobin Quantitative Trait Locus 1	cd4-positive, alpha-beta t cell	-0.27978930648333	1	0
141749	Fetal Hemoglobin Quantitative Trait Locus 1	cd8-positive, alpha-beta t cell	-0.28071526990693896	1	0
141749	Fetal Hemoglobin Quantitative Trait Locus 1	cd24 neutrophil	-0.278278867501579	1	0
141749	Fetal Hemoglobin Quantitative Trait Locus 1	erythrocyte	3.7229871946133195	1	1
141749	Fetal Hemoglobin Quantitative Trait Locus 1	erythroid progenitor	0.20007283888956195	1	0
141749	Fetal Hemoglobin Quantitative Trait Locus 1	granulocyte	-0.280907219209652	1	0
141749	Fetal Hemoglobin Quantitative Trait Locus 1	hematopoietic stem cell	-0.281386263949047	1	0
141749	Fetal Hemoglobin Quantitative Trait Locus 1	macrophage	-0.281099319165491	1	0
141749	Fetal Hemoglobin Quantitative Trait Locus 1	memory b cell	-0.28061165045683	1	0
141749	Fetal Hemoglobin Quantitative Trait Locus 1	monocyte	-0.28052587067081003	1	0
141749	Fetal Hemoglobin Quantitative Trait Locus 1	myeloid progenitor	-0.276592318608891	1	0
141749	Fetal Hemoglobin Quantitative Trait Locus 1	naive b cell	-0.28085299347325704	1	0
141749	Fetal Hemoglobin Quantitative Trait Locus 1	nampt neutrophil	-0.280034103231359	1	0
141749	Fetal Hemoglobin Quantitative Trait Locus 1	neutrophil	-0.280087221839567	1	0
141749	Fetal Hemoglobin Quantitative Trait Locus 1	nk cell	-0.280480373444174	1	0
141749	Fetal Hemoglobin Quantitative Trait Locus 1	plasma cell	-0.28169925556195696	1	0
142680	Periodic Fever, Familial, Autosomal Dominant	cd4-positive, alpha-beta t cell	-0.510549863229932	1	0
142680	Periodic Fever, Familial, Autosomal Dominant	cd8-positive, alpha-beta t cell	0.360218114370274	1	0
142680	Periodic Fever, Familial, Autosomal Dominant	cd24 neutrophil	-0.353958153445201	1	0
142680	Periodic Fever, Familial, Autosomal Dominant	erythrocyte	-1.22079252795846	1	0
142680	Periodic Fever, Familial, Autosomal Dominant	erythroid progenitor	-0.7734157740155492	1	0
142680	Periodic Fever, Familial, Autosomal Dominant	granulocyte	0.17214682903189701	1	0
142680	Periodic Fever, Familial, Autosomal Dominant	hematopoietic stem cell	0.568212004582576	1	0
142680	Periodic Fever, Familial, Autosomal Dominant	macrophage	1.309711900421	1	0
142680	Periodic Fever, Familial, Autosomal Dominant	memory b cell	-1.18668281131966	1	0
142680	Periodic Fever, Familial, Autosomal Dominant	monocyte	1.00976647604801	1	0
142680	Periodic Fever, Familial, Autosomal Dominant	myeloid progenitor	-0.5938242375242839	1	0
142680	Periodic Fever, Familial, Autosomal Dominant	naive b cell	-1.22079252795846	1	0
142680	Periodic Fever, Familial, Autosomal Dominant	nampt neutrophil	1.66977353578189	1	0
142680	Periodic Fever, Familial, Autosomal Dominant	neutrophil	0.8716713175233101	1	0
142680	Periodic Fever, Familial, Autosomal Dominant	nk cell	1.06819356152035	1	0
142680	Periodic Fever, Familial, Autosomal Dominant	plasma cell	-1.16967784382777	1	0
PS147060	Hyper-IgE recurrent infection syndrome	cd4-positive, alpha-beta t cell	0.00358398551294202	4	0
PS147060	Hyper-IgE recurrent infection syndrome	cd8-positive, alpha-beta t cell	0.03759513800054501	4	0
PS147060	Hyper-IgE recurrent infection syndrome	cd24 neutrophil	1.28750610708891	4	0
PS147060	Hyper-IgE recurrent infection syndrome	erythrocyte	-1.018576606511347	4	0
PS147060	Hyper-IgE recurrent infection syndrome	erythroid progenitor	-0.8340643222888495	4	0
PS147060	Hyper-IgE recurrent infection syndrome	granulocyte	-0.2726707099440295	4	0
PS147060	Hyper-IgE recurrent infection syndrome	hematopoietic stem cell	-0.38353318122206603	4	0
PS147060	Hyper-IgE recurrent infection syndrome	macrophage	-0.25470481530299705	4	0
PS147060	Hyper-IgE recurrent infection syndrome	memory b cell	-0.5719751704900999	4	0
PS147060	Hyper-IgE recurrent infection syndrome	monocyte	0.12295653325601448	4	0
PS147060	Hyper-IgE recurrent infection syndrome	myeloid progenitor	-0.6463166152037095	4	0
PS147060	Hyper-IgE recurrent infection syndrome	naive b cell	-0.5910969332073955	4	0
PS147060	Hyper-IgE recurrent infection syndrome	nampt neutrophil	1.8577943882572048	4	0
PS147060	Hyper-IgE recurrent infection syndrome	neutrophil	1.7581260490035748	4	0
PS147060	Hyper-IgE recurrent infection syndrome	nk cell	-0.28510067642101267	4	0
PS147060	Hyper-IgE recurrent infection syndrome	plasma cell	-0.7458757805756965	4	0
PS147920	Kabuki syndrome	cd4-positive, alpha-beta t cell	-0.5038775146842729	1	0
PS147920	Kabuki syndrome	cd8-positive, alpha-beta t cell	-0.15914899009236402	1	0
PS147920	Kabuki syndrome	cd24 neutrophil	1.8666078171000902	1	0
PS147920	Kabuki syndrome	erythrocyte	0.6788477252584721	1	0
PS147920	Kabuki syndrome	erythroid progenitor	-0.847602342118063	1	0
PS147920	Kabuki syndrome	granulocyte	-0.19755493683075398	1	0
PS147920	Kabuki syndrome	hematopoietic stem cell	-0.97058731098684	1	0
PS147920	Kabuki syndrome	macrophage	-0.22395204838841398	1	0
PS147920	Kabuki syndrome	memory b cell	-0.35675260855136	1	0
PS147920	Kabuki syndrome	monocyte	-0.319038114405724	1	0
PS147920	Kabuki syndrome	myeloid progenitor	-0.668103439214611	1	0
PS147920	Kabuki syndrome	naive b cell	-0.391257315186915	1	0
PS147920	Kabuki syndrome	nampt neutrophil	1.48067555689931	1	0
PS147920	Kabuki syndrome	neutrophil	1.7187936857734099	1	0
PS147920	Kabuki syndrome	nk cell	0.550588597033699	1	0
PS147920	Kabuki syndrome	plasma cell	-1.65763876160566	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	cd4-positive, alpha-beta t cell	0.248830220035978	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	cd8-positive, alpha-beta t cell	0.680443683455402	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	cd24 neutrophil	2.3391874552619196	1	1
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	erythrocyte	-1.7500840712839298	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	erythroid progenitor	-0.31973954575777	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	granulocyte	0.28061332174565196	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	hematopoietic stem cell	-0.19936853397656798	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	macrophage	0.6871262763516199	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	memory b cell	-0.7545556701587901	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	monocyte	-0.0710030609409027	1	0
150550	Periodic Fever, Immunodeficiency, And Thrombocytopenia Syndrome	myeloid progenitor	-0.142438363417916	1	0
