Disease\Phenotypic series accession (OMIM)	Disease\Phenotypic series name (OMIM)	Cell type	PrEDiCT score	Number of causal genes	Affected cell type (1=Yes, 0=No)
PS148210	Keratitis-ichthyosis-deafness syndrome	capillary endothelial cell	-0.450935534985161	1	0
PS148210	Keratitis-ichthyosis-deafness syndrome	endothelial cell of artery	-0.693284735735797	1	0
PS148210	Keratitis-ichthyosis-deafness syndrome	endothelial cell of lymphatic vessel	-0.39330259110731	1	0
PS148210	Keratitis-ichthyosis-deafness syndrome	epithelial cell	1.13455910776429	1	0
PS148210	Keratitis-ichthyosis-deafness syndrome	fibroblast	-0.55805976117388	1	0
PS148210	Keratitis-ichthyosis-deafness syndrome	immune cell	-0.3715506504656961	1	0
PS148210	Keratitis-ichthyosis-deafness syndrome	keratinocyte	2.37389351535493	1	1
PS148210	Keratitis-ichthyosis-deafness syndrome	pericyte cell	-0.447823062283674	1	0
PS148210	Keratitis-ichthyosis-deafness syndrome	schwann cell	-0.5765192063473629	1	0
PS148210	Keratitis-ichthyosis-deafness syndrome	tongue muscle cell	-0.6400441799901271	1	0
PS148210	Keratitis-ichthyosis-deafness syndrome	vein endothelial cell	-0.597468202027328	1	0
151050	Lenz-majewski Hyperostotic Dwarfism	basal cell	-0.438557327301073	1	0
151050	Lenz-majewski Hyperostotic Dwarfism	capillary endothelial cell	-0.38173800696385496	1	0
151050	Lenz-majewski Hyperostotic Dwarfism	endothelial cell of artery	-1.0623549282927098	1	0
151050	Lenz-majewski Hyperostotic Dwarfism	endothelial cell of lymphatic vessel	1.18921437877885	1	0
151050	Lenz-majewski Hyperostotic Dwarfism	epithelial cell	-0.6496888621459301	1	0
151050	Lenz-majewski Hyperostotic Dwarfism	fibroblast	-0.821084742943773	1	0
151050	Lenz-majewski Hyperostotic Dwarfism	immune cell	0.25506927066804397	1	0
151050	Lenz-majewski Hyperostotic Dwarfism	keratinocyte	-0.973786368891761	1	0
151050	Lenz-majewski Hyperostotic Dwarfism	pericyte cell	-0.267737470588573	1	0
151050	Lenz-majewski Hyperostotic Dwarfism	schwann cell	2.14076176582841	1	1
151050	Lenz-majewski Hyperostotic Dwarfism	tongue muscle cell	-0.14505774779886402	1	0
151050	Lenz-majewski Hyperostotic Dwarfism	vein endothelial cell	1.15496003965124	1	0
PS158350	Cowden disease	basal cell	-0.617601088064626	3	0
PS158350	Cowden disease	capillary endothelial cell	0.692156030783526	3	0
PS158350	Cowden disease	endothelial cell of artery	0.042617236972356004	3	0
PS158350	Cowden disease	endothelial cell of lymphatic vessel	-0.119277704599709	3	0
PS158350	Cowden disease	epithelial cell	-0.810906898035222	3	0
PS158350	Cowden disease	fibroblast	-0.162176308327497	3	0
PS158350	Cowden disease	immune cell	-0.13122217638074002	3	0
PS158350	Cowden disease	keratinocyte	-1.2180006401054	3	0
PS158350	Cowden disease	pericyte cell	0.9797709794681578	3	0
PS158350	Cowden disease	schwann cell	1.4812713891776499	3	0
PS158350	Cowden disease	tongue muscle cell	-0.5720662647682528	3	0
PS158350	Cowden disease	vein endothelial cell	0.5306790270478211	3	0
159950	Spinal Muscular Atrophy With Progressive Myoclonic Epilepsy	basal cell	-0.7644845790330401	1	0
159950	Spinal Muscular Atrophy With Progressive Myoclonic Epilepsy	capillary endothelial cell	-1.10452895698658	1	0
159950	Spinal Muscular Atrophy With Progressive Myoclonic Epilepsy	endothelial cell of artery	-0.11009044780494999	1	0
159950	Spinal Muscular Atrophy With Progressive Myoclonic Epilepsy	endothelial cell of lymphatic vessel	0.31179200510100297	1	0
159950	Spinal Muscular Atrophy With Progressive Myoclonic Epilepsy	epithelial cell	-0.20833810283461301	1	0
159950	Spinal Muscular Atrophy With Progressive Myoclonic Epilepsy	fibroblast	-0.0200912954469324	1	0
159950	Spinal Muscular Atrophy With Progressive Myoclonic Epilepsy	immune cell	0.399059728777589	1	0
159950	Spinal Muscular Atrophy With Progressive Myoclonic Epilepsy	keratinocyte	0.110061106752087	1	0
159950	Spinal Muscular Atrophy With Progressive Myoclonic Epilepsy	pericyte cell	2.1775018071486203	1	1
159950	Spinal Muscular Atrophy With Progressive Myoclonic Epilepsy	schwann cell	1.35146170749273	1	0
159950	Spinal Muscular Atrophy With Progressive Myoclonic Epilepsy	tongue muscle cell	-1.13557193909556	1	0
159950	Spinal Muscular Atrophy With Progressive Myoclonic Epilepsy	vein endothelial cell	-1.00677103407035	1	0
PS311200	Orofaciodigital syndrome	basal cell	-0.639972639738196	6	0
PS311200	Orofaciodigital syndrome	capillary endothelial cell	0.515740977770963	6	0
PS311200	Orofaciodigital syndrome	endothelial cell of artery	0.42357715082111846	6	0
PS311200	Orofaciodigital syndrome	endothelial cell of lymphatic vessel	0.3310800795760535	6	0
PS311200	Orofaciodigital syndrome	epithelial cell	-0.9227332091245841	6	0
PS311200	Orofaciodigital syndrome	fibroblast	0.026397106830836514	6	0
PS311200	Orofaciodigital syndrome	immune cell	0.12818543878945163	6	0
PS311200	Orofaciodigital syndrome	keratinocyte	-1.1652902322156	6	0
PS311200	Orofaciodigital syndrome	pericyte cell	-0.1968776929890645	6	0
PS311200	Orofaciodigital syndrome	schwann cell	1.4177515806201901	6	0
PS311200	Orofaciodigital syndrome	tongue muscle cell	-0.26503936175237447	6	0
PS311200	Orofaciodigital syndrome	vein endothelial cell	0.23396698803250457	6	0
PS268310	Robinow syndrome	basal cell	0.18240998810682998	3	0
PS268310	Robinow syndrome	capillary endothelial cell	-0.313318234505642	3	0
PS268310	Robinow syndrome	endothelial cell of artery	-0.313318234505642	3	0
PS268310	Robinow syndrome	endothelial cell of lymphatic vessel	-0.313318234505642	3	0
PS268310	Robinow syndrome	epithelial cell	-0.239449142512958	3	0
PS268310	Robinow syndrome	fibroblast	3.10074189859554	3	1
PS268310	Robinow syndrome	immune cell	-0.307290652519157	3	0
PS268310	Robinow syndrome	keratinocyte	-0.302896629310016	3	0
PS268310	Robinow syndrome	pericyte cell	-0.24324870631417603	3	0
PS268310	Robinow syndrome	schwann cell	-0.506752405568006	3	0
PS268310	Robinow syndrome	tongue muscle cell	-0.313318234505642	3	0
PS268310	Robinow syndrome	vein endothelial cell	-0.288973295880885	3	0
PS187300	Telangiectasia, hereditary hemorrhagic	basal cell	-0.7686775909244361	2	0
PS187300	Telangiectasia, hereditary hemorrhagic	capillary endothelial cell	1.9723044950754849	2	0
PS187300	Telangiectasia, hereditary hemorrhagic	endothelial cell of artery	1.184658312444312	2	0
PS187300	Telangiectasia, hereditary hemorrhagic	endothelial cell of lymphatic vessel	0.36073131128912694	2	0
PS187300	Telangiectasia, hereditary hemorrhagic	epithelial cell	-0.702171693790979	2	0
PS187300	Telangiectasia, hereditary hemorrhagic	fibroblast	-0.16194255886122805	2	0
PS187300	Telangiectasia, hereditary hemorrhagic	immune cell	-0.716068009612265	2	0
PS187300	Telangiectasia, hereditary hemorrhagic	keratinocyte	-0.770707977634624	2	0
PS187300	Telangiectasia, hereditary hemorrhagic	pericyte cell	-0.5578232937107684	2	0
PS187300	Telangiectasia, hereditary hemorrhagic	schwann cell	-0.617230855956605	2	0
PS187300	Telangiectasia, hereditary hemorrhagic	tongue muscle cell	-0.37964631481516453	2	0
PS187300	Telangiectasia, hereditary hemorrhagic	vein endothelial cell	1.1565741764971436	2	0
201100	Acrodermatitis Enteropathica, Zinc-deficiency Type	basal cell	0.485613794862659	1	0
201100	Acrodermatitis Enteropathica, Zinc-deficiency Type	capillary endothelial cell	-0.9837469069286608	1	0
201100	Acrodermatitis Enteropathica, Zinc-deficiency Type	endothelial cell of artery	-1.08459142619502	1	0
201100	Acrodermatitis Enteropathica, Zinc-deficiency Type	endothelial cell of lymphatic vessel	-0.376560178495128	1	0
201100	Acrodermatitis Enteropathica, Zinc-deficiency Type	epithelial cell	1.68803329076668	1	0
201100	Acrodermatitis Enteropathica, Zinc-deficiency Type	fibroblast	0.00170915260403685	1	0
201100	Acrodermatitis Enteropathica, Zinc-deficiency Type	immune cell	-0.209225210134677	1	0
201100	Acrodermatitis Enteropathica, Zinc-deficiency Type	keratinocyte	1.26080953223996	1	0
201100	Acrodermatitis Enteropathica, Zinc-deficiency Type	pericyte cell	-1.2199973838572	1	0
201100	Acrodermatitis Enteropathica, Zinc-deficiency Type	schwann cell	1.37402633416206	1	0
201100	Acrodermatitis Enteropathica, Zinc-deficiency Type	tongue muscle cell	-0.7688290477013641	1	0
201100	Acrodermatitis Enteropathica, Zinc-deficiency Type	vein endothelial cell	-0.16724195132335198	1	0
PS162400	Hereditary sensory and autonomic neuropathy	basal cell	0.042689570191122746	2	0
PS162400	Hereditary sensory and autonomic neuropathy	capillary endothelial cell	0.9911327247353572	2	0
PS162400	Hereditary sensory and autonomic neuropathy	endothelial cell of artery	0.986256987932693	2	0
PS162400	Hereditary sensory and autonomic neuropathy	endothelial cell of lymphatic vessel	-0.665890689730029	2	0
PS162400	Hereditary sensory and autonomic neuropathy	epithelial cell	-0.5705315349618509	2	0
PS162400	Hereditary sensory and autonomic neuropathy	fibroblast	-0.1708342028946785	2	0
PS162400	Hereditary sensory and autonomic neuropathy	immune cell	0.26184986644353136	2	0
PS162400	Hereditary sensory and autonomic neuropathy	keratinocyte	-0.373276094072734	2	0
PS162400	Hereditary sensory and autonomic neuropathy	pericyte cell	-0.850130281020623	2	0
PS162400	Hereditary sensory and autonomic neuropathy	schwann cell	-1.0968347469469601	2	0
PS162400	Hereditary sensory and autonomic neuropathy	tongue muscle cell	0.8165927528846834	2	0
PS162400	Hereditary sensory and autonomic neuropathy	vein endothelial cell	0.628975647439489	2	0
202650	Agnathia-otocephaly Complex	basal cell	-0.30638112782	1	0
202650	Agnathia-otocephaly Complex	capillary endothelial cell	-0.460834738284424	1	0
202650	Agnathia-otocephaly Complex	endothelial cell of artery	-0.47577616696935104	1	0
202650	Agnathia-otocephaly Complex	endothelial cell of lymphatic vessel	-0.46802299069883396	1	0
202650	Agnathia-otocephaly Complex	epithelial cell	-0.4166683483091211	1	0
202650	Agnathia-otocephaly Complex	fibroblast	1.53590515928767	1	0
202650	Agnathia-otocephaly Complex	immune cell	-0.464924800048642	1	0
202650	Agnathia-otocephaly Complex	keratinocyte	-0.46885739212105104	1	0
202650	Agnathia-otocephaly Complex	pericyte cell	2.6164595230407204	1	1
202650	Agnathia-otocephaly Complex	schwann cell	-0.418236641662376	1	0
202650	Agnathia-otocephaly Complex	tongue muscle cell	-0.20839718245237002	1	0
202650	Agnathia-otocephaly Complex	vein endothelial cell	-0.46426529396221505	1	0
PS105400	Amyotrophic lateral sclerosis	basal cell	-0.748077029118734	2	0
PS105400	Amyotrophic lateral sclerosis	capillary endothelial cell	1.117569336654751	2	0
PS105400	Amyotrophic lateral sclerosis	endothelial cell of artery	0.7062407598280425	2	0
PS105400	Amyotrophic lateral sclerosis	endothelial cell of lymphatic vessel	0.7991488731949464	2	0
PS105400	Amyotrophic lateral sclerosis	epithelial cell	-0.8945716719897235	2	0
PS105400	Amyotrophic lateral sclerosis	fibroblast	-0.2212147829136755	2	0
PS105400	Amyotrophic lateral sclerosis	immune cell	-0.446609841741575	2	0
PS105400	Amyotrophic lateral sclerosis	keratinocyte	-0.9204041150983915	2	0
PS105400	Amyotrophic lateral sclerosis	pericyte cell	0.04037355418198399	2	0
PS105400	Amyotrophic lateral sclerosis	schwann cell	0.907237505029991	2	0
PS105400	Amyotrophic lateral sclerosis	tongue muscle cell	-0.32923306599291247	2	0
PS105400	Amyotrophic lateral sclerosis	vein endothelial cell	-0.010459522034705016	2	0
208400	Aspartylglucosaminuria	basal cell	0.470988242067187	1	0
208400	Aspartylglucosaminuria	capillary endothelial cell	-1.2444766607431499	1	0
208400	Aspartylglucosaminuria	endothelial cell of artery	-0.368082842223478	1	0
208400	Aspartylglucosaminuria	endothelial cell of lymphatic vessel	1.4764028854099598	1	0
208400	Aspartylglucosaminuria	epithelial cell	0.552533661812523	1	0
208400	Aspartylglucosaminuria	fibroblast	-0.293342073423251	1	0
208400	Aspartylglucosaminuria	immune cell	0.483235505540082	1	0
208400	Aspartylglucosaminuria	keratinocyte	1.6215707356343	1	0
208400	Aspartylglucosaminuria	pericyte cell	-1.69788065256356	1	0
208400	Aspartylglucosaminuria	schwann cell	-0.39921858401841404	1	0
208400	Aspartylglucosaminuria	tongue muscle cell	-0.7681083101201971	1	0
208400	Aspartylglucosaminuria	vein endothelial cell	0.166378092628002	1	0
PS211530	Brown-Vialetto-Van Laere syndrome	basal cell	-0.063896390323035	1	0
PS211530	Brown-Vialetto-Van Laere syndrome	capillary endothelial cell	1.5629570581808099	1	0
PS211530	Brown-Vialetto-Van Laere syndrome	endothelial cell of artery	-0.49894671428601295	1	0
PS211530	Brown-Vialetto-Van Laere syndrome	endothelial cell of lymphatic vessel	1.7559852895886103	1	0
PS211530	Brown-Vialetto-Van Laere syndrome	epithelial cell	0.29242969902739696	1	0
PS211530	Brown-Vialetto-Van Laere syndrome	fibroblast	-0.770896581890634	1	0
PS211530	Brown-Vialetto-Van Laere syndrome	immune cell	0.7170827348005159	1	0
PS211530	Brown-Vialetto-Van Laere syndrome	keratinocyte	0.105173273755922	1	0
PS211530	Brown-Vialetto-Van Laere syndrome	pericyte cell	-0.168823993754913	1	0
PS211530	Brown-Vialetto-Van Laere syndrome	schwann cell	-1.6466992889727101	1	0
PS211530	Brown-Vialetto-Van Laere syndrome	tongue muscle cell	-1.11687595113412	1	0
PS211530	Brown-Vialetto-Van Laere syndrome	vein endothelial cell	-0.167489134991829	1	0
PS212066	Congenital disorders of glycosylation, type II	basal cell	-0.44453071125953003	2	0
PS212066	Congenital disorders of glycosylation, type II	capillary endothelial cell	0.432762681284775	2	0
PS212066	Congenital disorders of glycosylation, type II	endothelial cell of artery	1.0109215904046405	2	0
PS212066	Congenital disorders of glycosylation, type II	endothelial cell of lymphatic vessel	1.96846678303727	2	0
PS212066	Congenital disorders of glycosylation, type II	epithelial cell	-0.744825175346892	2	0
PS212066	Congenital disorders of glycosylation, type II	fibroblast	-0.09720207059208805	2	0
PS212066	Congenital disorders of glycosylation, type II	immune cell	0.20813145624770052	2	0
PS212066	Congenital disorders of glycosylation, type II	keratinocyte	-0.8471163987670356	2	0
PS212066	Congenital disorders of glycosylation, type II	pericyte cell	-0.696758123895945	2	0
PS212066	Congenital disorders of glycosylation, type II	schwann cell	-0.33682042262674244	2	0
PS212066	Congenital disorders of glycosylation, type II	tongue muscle cell	-0.7374929165696329	2	0
PS212066	Congenital disorders of glycosylation, type II	vein endothelial cell	0.28446330808347997	2	0
PS214100	Peroxisome biogenesis disorder	basal cell	-0.14949216326313103	2	0
PS214100	Peroxisome biogenesis disorder	capillary endothelial cell	0.27455903693106803	2	0
PS214100	Peroxisome biogenesis disorder	endothelial cell of artery	0.7638625488249106	2	0
PS214100	Peroxisome biogenesis disorder	endothelial cell of lymphatic vessel	0.5400563098782549	2	0
PS214100	Peroxisome biogenesis disorder	epithelial cell	-0.47433110569747655	2	0
PS214100	Peroxisome biogenesis disorder	fibroblast	0.8905088426548405	2	0
PS214100	Peroxisome biogenesis disorder	immune cell	0.19722665845912601	2	0
PS214100	Peroxisome biogenesis disorder	keratinocyte	-0.638824658312903	2	0
PS214100	Peroxisome biogenesis disorder	pericyte cell	-0.5180082834423875	2	0
PS214100	Peroxisome biogenesis disorder	schwann cell	-0.7805347900738264	2	0
PS214100	Peroxisome biogenesis disorder	tongue muscle cell	-0.06428577985544992	2	0
PS214100	Peroxisome biogenesis disorder	vein endothelial cell	-0.040736616103026424	2	0
218040	Costello Syndrome	basal cell	1.05587369520075	1	0
218040	Costello Syndrome	capillary endothelial cell	0.283083492837782	1	0
218040	Costello Syndrome	endothelial cell of artery	0.171024892382337	1	0
218040	Costello Syndrome	endothelial cell of lymphatic vessel	-0.37524476336896395	1	0
218040	Costello Syndrome	epithelial cell	1.6915650847038501	1	0
218040	Costello Syndrome	fibroblast	-0.9945107109410078	1	0
218040	Costello Syndrome	immune cell	-0.776359407533772	1	0
218040	Costello Syndrome	keratinocyte	1.72949484895491	1	0
218040	Costello Syndrome	pericyte cell	-0.6064040893017429	1	0
218040	Costello Syndrome	schwann cell	-0.326116341402327	1	0
218040	Costello Syndrome	tongue muscle cell	-0.9059191718218159	1	0
218040	Costello Syndrome	vein endothelial cell	-0.9464875297099979	1	0
PS275200	Hypothyroidism, congenital, nongoitrous	basal cell	-0.9379968911581992	1	0
PS275200	Hypothyroidism, congenital, nongoitrous	capillary endothelial cell	1.09013859167527	1	0
PS275200	Hypothyroidism, congenital, nongoitrous	endothelial cell of artery	0.247961965294738	1	0
PS275200	Hypothyroidism, congenital, nongoitrous	endothelial cell of lymphatic vessel	-0.711265239871327	1	0
PS275200	Hypothyroidism, congenital, nongoitrous	epithelial cell	-1.0383284368171801	1	0
PS275200	Hypothyroidism, congenital, nongoitrous	fibroblast	0.475444207679075	1	0
PS275200	Hypothyroidism, congenital, nongoitrous	immune cell	-0.957063780939115	1	0
PS275200	Hypothyroidism, congenital, nongoitrous	keratinocyte	-1.22350223283344	1	0
PS275200	Hypothyroidism, congenital, nongoitrous	pericyte cell	1.8696758702847702	1	0
PS275200	Hypothyroidism, congenital, nongoitrous	schwann cell	0.8295501830723541	1	0
PS275200	Hypothyroidism, congenital, nongoitrous	tongue muscle cell	0.6250649232514289	1	0
PS275200	Hypothyroidism, congenital, nongoitrous	vein endothelial cell	-0.26967915963838	1	0
PS219000	Fraser syndrome	basal cell	2.87770695344207	1	1
PS219000	Fraser syndrome	capillary endothelial cell	-0.5999119187619499	1	0
PS219000	Fraser syndrome	endothelial cell of artery	0.26718751566495	1	0
PS219000	Fraser syndrome	endothelial cell of lymphatic vessel	-0.539871812958626	1	0
PS219000	Fraser syndrome	epithelial cell	0.4199510193067	1	0
PS219000	Fraser syndrome	fibroblast	0.36571290135198603	1	0
PS219000	Fraser syndrome	immune cell	-0.420749937735849	1	0
PS219000	Fraser syndrome	keratinocyte	-0.0378921965587969	1	0
PS219000	Fraser syndrome	pericyte cell	-0.634018983510787	1	0
PS219000	Fraser syndrome	schwann cell	-0.311271659366861	1	0
PS219000	Fraser syndrome	tongue muscle cell	-0.846638440642466	1	0
PS219000	Fraser syndrome	vein endothelial cell	-0.54020344023037	1	0
230000	Fucosidosis	basal cell	-0.852747168284646	1	0
230000	Fucosidosis	capillary endothelial cell	1.03494803108096	1	0
230000	Fucosidosis	endothelial cell of artery	1.15253246307143	1	0
230000	Fucosidosis	endothelial cell of lymphatic vessel	0.45883669931170895	1	0
230000	Fucosidosis	epithelial cell	-0.6390282034002079	1	0
230000	Fucosidosis	fibroblast	-0.0495083815726801	1	0
230000	Fucosidosis	immune cell	1.8312884573921102	1	0
230000	Fucosidosis	keratinocyte	-0.895364016047631	1	0
230000	Fucosidosis	pericyte cell	-0.39641955584009797	1	0
230000	Fucosidosis	schwann cell	-0.647371494421338	1	0
230000	Fucosidosis	tongue muscle cell	-1.50439930936596	1	0
230000	Fucosidosis	vein endothelial cell	0.5072324780763621	1	0
232300	Glycogen Storage Disease Ii	basal cell	-0.405220463221325	1	0
232300	Glycogen Storage Disease Ii	capillary endothelial cell	-1.2607146830256002	1	0
232300	Glycogen Storage Disease Ii	endothelial cell of artery	-0.205610644222793	1	0
232300	Glycogen Storage Disease Ii	endothelial cell of lymphatic vessel	0.904598697502233	1	0
232300	Glycogen Storage Disease Ii	epithelial cell	0.341728685879047	1	0
232300	Glycogen Storage Disease Ii	fibroblast	1.2324389299900902	1	0
232300	Glycogen Storage Disease Ii	immune cell	0.278055211797634	1	0
232300	Glycogen Storage Disease Ii	keratinocyte	-1.15240692059549	1	0
232300	Glycogen Storage Disease Ii	pericyte cell	-0.716167645583564	1	0
232300	Glycogen Storage Disease Ii	schwann cell	2.02010643038798	1	1
232300	Glycogen Storage Disease Ii	tongue muscle cell	-0.8451824830042021	1	0
232300	Glycogen Storage Disease Ii	vein endothelial cell	-0.191625115904016	1	0
251900	Mitochondrial Myopathy, Episodic, With Optic Atrophy And Reversible Leukoencephalopathy	basal cell	-0.6528574641550721	1	0
251900	Mitochondrial Myopathy, Episodic, With Optic Atrophy And Reversible Leukoencephalopathy	capillary endothelial cell	-0.6512902168702939	1	0
251900	Mitochondrial Myopathy, Episodic, With Optic Atrophy And Reversible Leukoencephalopathy	endothelial cell of artery	1.2479468833337	1	0
251900	Mitochondrial Myopathy, Episodic, With Optic Atrophy And Reversible Leukoencephalopathy	endothelial cell of lymphatic vessel	0.270050649589404	1	0
251900	Mitochondrial Myopathy, Episodic, With Optic Atrophy And Reversible Leukoencephalopathy	epithelial cell	0.33408457440864303	1	0
251900	Mitochondrial Myopathy, Episodic, With Optic Atrophy And Reversible Leukoencephalopathy	fibroblast	-0.0965164707031518	1	0
251900	Mitochondrial Myopathy, Episodic, With Optic Atrophy And Reversible Leukoencephalopathy	immune cell	-0.5966304802415631	1	0
251900	Mitochondrial Myopathy, Episodic, With Optic Atrophy And Reversible Leukoencephalopathy	keratinocyte	-0.649004149341962	1	0
251900	Mitochondrial Myopathy, Episodic, With Optic Atrophy And Reversible Leukoencephalopathy	pericyte cell	-0.9238986180341929	1	0
251900	Mitochondrial Myopathy, Episodic, With Optic Atrophy And Reversible Leukoencephalopathy	schwann cell	2.5324591474371	1	1
251900	Mitochondrial Myopathy, Episodic, With Optic Atrophy And Reversible Leukoencephalopathy	tongue muscle cell	-0.300679644250699	1	0
251900	Mitochondrial Myopathy, Episodic, With Optic Atrophy And Reversible Leukoencephalopathy	vein endothelial cell	-0.5136642111719121	1	0
252500	Mucolipidosis Ii Alpha/beta	basal cell	-0.42065651954945	1	0
252500	Mucolipidosis Ii Alpha/beta	capillary endothelial cell	0.460633496579387	1	0
252500	Mucolipidosis Ii Alpha/beta	endothelial cell of artery	0.18865811561000698	1	0
252500	Mucolipidosis Ii Alpha/beta	endothelial cell of lymphatic vessel	-0.47645504053674	1	0
252500	Mucolipidosis Ii Alpha/beta	epithelial cell	-0.984600804406951	1	0
252500	Mucolipidosis Ii Alpha/beta	fibroblast	-0.0686182503440702	1	0
252500	Mucolipidosis Ii Alpha/beta	immune cell	1.06912240811637	1	0
252500	Mucolipidosis Ii Alpha/beta	keratinocyte	-0.639102949309275	1	0
252500	Mucolipidosis Ii Alpha/beta	pericyte cell	-1.01651565154143	1	0
252500	Mucolipidosis Ii Alpha/beta	schwann cell	2.46241984168764	1	1
252500	Mucolipidosis Ii Alpha/beta	tongue muscle cell	-0.816866230638597	1	0
252500	Mucolipidosis Ii Alpha/beta	vein endothelial cell	0.24198158433310799	1	0
PS607014	Mucopolysaccharidoses	basal cell	-0.685361943936862	2	0
PS607014	Mucopolysaccharidoses	capillary endothelial cell	0.07646405888554159	2	0
PS607014	Mucopolysaccharidoses	endothelial cell of artery	0.3735302493065007	2	0
PS607014	Mucopolysaccharidoses	endothelial cell of lymphatic vessel	0.8965037644447441	2	0
PS607014	Mucopolysaccharidoses	epithelial cell	-0.680003618452449	2	0
PS607014	Mucopolysaccharidoses	fibroblast	-0.12115503882001699	2	0
PS607014	Mucopolysaccharidoses	immune cell	1.7997368763351487	2	0
PS607014	Mucopolysaccharidoses	keratinocyte	-0.765287218406953	2	0
PS607014	Mucopolysaccharidoses	pericyte cell	0.0049268372416619854	2	0
PS607014	Mucopolysaccharidoses	schwann cell	-0.05472721301780248	2	0
PS607014	Mucopolysaccharidoses	tongue muscle cell	-0.5651907781219545	2	0
PS607014	Mucopolysaccharidoses	vein endothelial cell	-0.2794359754575624	2	0
253250	Mulibrey Nanism	basal cell	-0.361009930038958	1	0
253250	Mulibrey Nanism	capillary endothelial cell	0.30373958640296	1	0
253250	Mulibrey Nanism	endothelial cell of artery	0.9532720112545531	1	0
253250	Mulibrey Nanism	endothelial cell of lymphatic vessel	1.94220337050592	1	0
